"12","அகத்துக்காரன் அடித்தானோ, கண் புளிச்சை போச்சோ !
","","1","_aka_ttu_kkAra_V _aTi_ttAVO, ka_N puLi_ccY pO_ccO !
"
"13","அகப்பட்டதை சுருட்டிக்கடா ஆத்மநாபா.
","","1","_aka_ppa_TTatY curu_TTi_kkaTA _A_tmanApA.
"
"14","அகம்மது நினைத்ததை, முகம்மது சொல்வான்.
","","1","_aka_mmatu niVY_ttatY, muka_mmatu co_lvA_V.
"
"15","அகமுடையான் குற்றம் பெண்ணாய் பிறந்தது.
","","1","_akamuTYyA_V ku_RRa_m pe_NNA_y piRa_ntatu.
"
"16","அகல இருந்தால் நிகள உறவு, கிட்டவந்தால் முட்டப் பகை.
","","1","_akala _iru_ntA_l nikaLa _uRavu, ki_TTava_ntA_l mu_TTa_p pakY.
"
"17","அகல இருந்தால் பகையும் உறவாம்.
","","1","_akala _iru_ntA_l pakYyu_m _uRavA_m.
"
"18","அகல உழுகிறதை விட ஆழ உழு.
","","1","_akala _uZukiRatY viTa _AZa _uZu.
"
"19","அகல உழுவதை விட ஆழ உழுவதே மேல் 
","","1","_akala _uZuvatY viTa _AZa _uZuvatE mE_l 
"
"20","அகல் வட்டம் பகல் மழை.
","","1","_aka_l va_TTa_m paka_l maZY.
"
"21","அகவிலை அறியாதவன் துக்கம் அறியான்.
","","1","_akavilY _aRiyAtava_V tu_kka_m _aRiyA_V.
"
"22","அகன்று இருந்தால் நீண்ட உறவு கிட்ட இருந்தால் முட்டப் பகை 
","","1","_aka_VRu _iru_ntA_l nI_NTa _uRavu ki_TTa _iru_ntA_l mu_TTa_p pakY 
"
"23","அங்காடிக்காரிய சங்கீதம் பாடச்சொன்னால் வெங்காயம்,கருவேப்பிலைன்னு பாடுவாள் 
","","1","_a_GkATi_kkAriya ca_GkIta_m pATa_cco_VVA_l ve_GkAya_m,karuvE_ppilY_VVu pATuvA_L 
"
"24","அங்கிடுதொடுப்பிக்கு அங்கு இரண்டு குட்டு, இங்கு இரண்டு சொட்டு.
","","1","_a_GkiTutoTu_ppi_kku _a_Gku _ira_NTu ku_TTu, _i_Gku _ira_NTu co_TTu.
"
"25","அச்சமில்லாதவன் அம்பலம் ஏறுவான்.
","","1","_a_ccami_llAtava_V _a_mpala_m _ERuvA_V.
"
"26","அச்சாணி இல்லாத தேர் முச்சாணும் ஓடாது
","","1","_a_ccANi _i_llAta tE_r mu_ccANu_m _OTAtu
"
"27","அசைந்து தின்கிறது யானை, அசையாமல் தின்கிறது வீடு.
","","1","_acY_ntu ti_VkiRatu yAVY, _acYyAma_l ti_VkiRatu vITu.
"
"28","அஞ்சிலே வளையாதது ஐம்பதிலே வளையுமா?
","","1","_a_JcilE vaLYyAtatu _Y_mpatilE vaLYyumA?
"
"29","அஞ்சும் மூன்றும் உண்டானால் , அறியாப்பெண்ணும் சமைக்கும்.
","","1","_a_Jcu_m mU_VRu_m _u_NTAVA_l , _aRiyA_ppe_NNu_m camY_kku_m.
"
"30","அஞ்சும் மூன்றும் உண்டானால் அறியாப்பெண்ணும் சமைக்கும்.
","","1","_a_Jcu_m mU_VRu_m _u_NTAVA_l _aRiyA_ppe_NNu_m camY_kku_m.
"
"31","அடக்கம் உடையார் அறிஞர், அடங்காதவர் கல்லார்.
","","1","_aTa_kka_m _uTYyA_r _aRiJa_r, _aTa_GkAtava_r ka_llA_r.
"
"32","அடக்கமே பெண்ணுக்கு அழகு.
","","1","_aTa_kkamE pe_NNu_kku _aZaku.
"
"33","அடம்பன் கொடியும் திரண்டால் மிடுக்கு.
","","1","_aTa_mpa_V koTiyu_m tira_NTA_l miTu_kku.
"
"34","அடாது செய்தவன் படாது படுவான்.
","","1","_aTAtu ce_ytava_V paTAtu paTuvA_V.
"
"35","அடி உதவுவது போல் அண்ணன் தம்பி உதவ மாட்டான்
","","1","_aTi _utavuvatu pO_l _a_NNa_V ta_mpi _utava mA_TTA_V
"
"36","அடி செய்வது அண்ணன் தம்பி செய்யார்
","","1","_aTi ce_yvatu _a_NNa_V ta_mpi ce_yyA_r
"
"37","அடி நாக்கிலே நஞ்சும் , நுனி நாக்கிலே அமிர்தமா ?
","","1","_aTi nA_kkilE na_Jcu_m , nuVi nA_kkilE _ami_rtamA ?
"
"38","அடி நாக்கிலே நஞ்சும் நுனி நாக்கில் அமுதமும்.
","","1","_aTi nA_kkilE na_Jcu_m nuVi nA_kki_l _amutamu_m.
"
"39","அடி மேல் அடி அடித்தால் அம்மியும் நகரும்.
","","1","_aTi mE_l _aTi _aTi_ttA_l _a_mmiyu_m nakaru_m.
"
"40","அடிக்கிற கைதான் அணைக்கும்!
","","1","_aTi_kkiRa kYtA_V _aNY_kku_m!
"
"41","அடிச்சுப்புடுங்குறவன் கண்டெடுத்தாக் குடுப்பானா
","","1","_aTi_ccu_ppuTu_GkuRava_V ka_NTeTu_ttA_k kuTu_ppAVA
"
"42","அடிமேல் அடியடித்தால் அம்மியும் நகரும்.
","","1","_aTimE_l _aTiyaTi_ttA_l _a_mmiyu_m nakaru_m.
"
"43","அடியாத மாடு படியாது.
","","1","_aTiyAta mATu paTiyAtu.
"
"44","அடிவானம் கருத்தால் அப்பொழுதே மழை 
","","1","_aTivAVa_m karu_ttA_l _a_ppoZutE maZY 
"
"45","அடுக்களை குற்றம் சோறு குழைந்தது
","","1","_aTu_kkaLY ku_RRa_m cORu kuZY_ntatu
"
"46","அடுத்த வீட்டுக்காரனுக்கு அதிகாரம் வந்தால் அண்டை வீட்டுக்காரனுக்கு இரைச்சல் இலாபம்.
","","1","_aTu_tta vI_TTu_kkAraVu_kku _atikAra_m va_ntA_l _a_NTY vI_TTu_kkAraVu_kku _irY_cca_l _ilApa_m.
"
"47","அடை மழையில் நாற்று நட்டால் ஆற்றோடு போகும் 
","","1","_aTY maZYyi_l nA_RRu na_TTA_l _A_RROTu pOku_m 
"
"48","அண்டை வீட்டு நெய்யே என் பெண்டாட்டி கையே.
","","1","_a_NTY vI_TTu ne_yyE _e_V pe_NTA_TTi kYyE.
"
"49","அண்டை வீட்டுக் கடனும் பிட்டத்துச் சிரங்கும் ஆகாது.
","","1","_a_NTY vI_TTu_k kaTaVu_m pi_TTa_ttu_c cira_Gku_m _AkAtu.
"
"50","அண்டை வீட்டுப் பார்ப்பான் சண்டை மூட்டிப் பார்ப்பான்.
","","1","_a_NTY vI_TTu_p pA_r_ppA_V ca_NTY mU_TTi_p pA_r_ppA_V.
"
"51","அண்ணாமலையாருக்கு அறுபத்துநாலு பூசை, ஆண்டிகளுக்கு எழுபத்துநாலு பூசை.
","","1","_a_NNAmalYyAru_kku _aRupa_ttunAlu pUcY, _A_NTikaLu_kku _eZupa_ttunAlu pUcY.
"
"52","அணில் கொப்பிலும், ஆமை கிணற்றிலும்.
","","1","_aNi_l ko_ppilu_m, _AmY kiNa_RRilu_m.
"
"53","அணை கடந்த வெள்ளம் அழுதாலும் வாராது .
","","1","_aNY kaTa_nta ve_LLa_m _aZutAlu_m vArAtu .
"
"54","அத்திப் பழத்தைப் பிட்டுப்பார்த்தால் அத்தனையும் புழு.
","","1","_a_tti_p paZa_ttY_p pi_TTu_ppA_r_ttA_l _a_ttaVYyu_m puZu.
"
"55","அத்தைக்கு மீசை முளைத்தால் சித்தப்பா!
","","1","_a_ttY_kku mIcY muLY_ttA_l ci_tta_ppA!
"
"56","அதிகாரம் படைத்தவன் தம்பி சண்டபிரசண்டனாம்.
","","1","_atikAra_m paTY_ttava_V ta_mpi ca_NTapiraca_NTaVA_m.
"
"57","அதிகாரி வீட்டுக் கோழி முட்டை குடியானவன் வீட்டு அம்மியை உடைத்ததாம்.
","","1","_atikAri vI_TTu_k kOZi mu_TTY kuTiyAVava_V vI_TTu _a_mmiyY _uTY_ttatA_m.
"
"58","அதிருஷ்ட்டம் வந்தால் கூரையை கிழித்துக்கொண்டு கொட்டுமாம்!..
","","1","_atiru_S_TTa_m va_ntA_l kUrYyY kiZi_ttu_kko_NTu ko_TTumA_m!..
"
"59","அந்தி ஈசல் அடை மழைக்கு அறிகுறி 
","","1","_a_nti _Ica_l _aTY maZY_kku _aRikuRi 
"
"60","அந்தி மழை அழுதாலும் விடாது.
","","1","_a_nti maZY _aZutAlu_m viTAtu.
"
"61","அப்பன் அருமை மாண்டால் தெரியும்.
","","1","_a_ppa_V _arumY mA_NTA_l teriyu_m.
"
"62","அப்பனே மட்டையப் பிடிச்சு தொங்கிகிட்டு இருந்தானாம், பையன் நல்ல நெத்துக்காயா போடச் சொன்னானாம்.
","","1","_a_ppaVE ma_TTYya_p piTi_ccu to_Gkiki_TTu _iru_ntAVA_m, pYya_V na_lla ne_ttu_kkAyA pOTa_c co_VVAVA_m.
"
"63","அப்பாசுவாமிக்குக் கல்யாணம், அவரவர் வீட்டில் சாப்பாடு, கொட்டுமேளம் கோவிலிலே, வெற்றிலை பாக்கு கடையிலே, சுண்ணாம்பு சூளையிலே.
","","1","_a_ppAcuvAmi_kku_k ka_lyANa_m, _avarava_r vI_TTi_l cA_ppATu, ko_TTumELa_m kOvililE, ve_RRilY pA_kku kaTYyilE, cu_NNA_mpu cULYyilE.
"
"64","அப்பியாச வித்தைக்கு அழிவில்லை.
","","1","_a_ppiyAca vi_ttY_kku _aZivi_llY.
"
"65","அப்பியாசம் கூசா வித்தை.
","","1","_a_ppiyAca_m kUcA vi_ttY.
"
"66","அம்பட்டன் மாப்பிள்ளைக்கு மீசை ஒதுக்கினது போல.
","","1","_a_mpa_TTa_V mA_ppi_LLY_kku mIcY _otu_kkiVatu pOla.
"
"67","அம்பலம் வேகுது .அதைத்தான் சொல்லுவானேன்? வாயைத்தான் நோவானேன்?.சந்தை இரைச்சலிலே குடியிருந்து கெட்டேனே.
","","1","_a_mpala_m vEkutu ._atY_ttA_V co_lluvAVE_V? vAyY_ttA_V nOvAVE_V?.ca_ntY _irY_ccalilE kuTiyiru_ntu ke_TTEVE.
"
"68","அம்பாத்தூர் வேளாண்மை யானை கட்டத் தாள், வானமுட்டும் போர்; ஆறுகொண்டது பாதி, தூறுகொண்டது பாதி.
","","1","_a_mpA_ttU_r vELA_NmY yAVY ka_TTa_t tA_L, vAVamu_TTu_m pO_r; _ARuko_NTatu pAti, tURuko_NTatu pAti.
"
"69","அம்மண தேசத்தில் கோவணம் கட்டியவன் பைத்தியக்காரன்.
","","1","_a_mmaNa tEca_tti_l kOvaNa_m ka_TTiyava_V pY_ttiya_kkAra_V.
"
"70","அம்மி மிடுக்கோ, அரைப்பவள் மிடுக்கோ?
","","1","_a_mmi miTu_kkO, _arY_ppava_L miTu_kkO?
"
"71","அய்யர் வரும்வரை அமாவாசை காத்திருக்குமா?
","","1","_a_yya_r varu_mvarY _amAvAcY kA_ttiru_kkumA?
"
"72","அயலூரானுக்கு ஆற்றோரம் பயம், உள்ளூரானுக்கு மரத்தடியில் பயம்.
","","1","_ayalUrAVu_kku _A_RROra_m paya_m, _u_LLUrAVu_kku mara_ttaTiyi_l paya_m.
"
"73","அயிரைக்கு எதுக்கு விலாங்கு சேட்டை
","","1","_ayirY_kku _etu_kku vilA_Gku cE_TTY
"
"74","அரச மரத்தை சுற்றிவிட்டு அடி வயிற்றை தொட்டுப் பார்த்துக் கொண்டாளாம்.
","","1","_araca mara_ttY cu_RRivi_TTu _aTi vayi_RRY to_TTu_p pA_r_ttu_k ko_NTALA_m.
"
"75","அரசன் அன்று கொல்வான் தெய்வம் நின்று கொல்லும்
","","1","_araca_V _a_VRu ko_lvA_V te_yva_m ni_VRu ko_llu_m
"
"76","அரசன் இல்லாத நாடு அச்சில்லாத தேர்.
","","1","_araca_V _i_llAta nATu _a_cci_llAta tE_r.
"
"77","அரசன் எவ்வழி குடிகள் அவ்வழி.
","","1","_araca_V _e_vvaZi kuTika_L _a_vvaZi.
"
"78","அரசன் குடுமியையும் அம்பட்டன் பிடிப்பான்
","","1","_araca_V kuTumiyYyu_m _a_mpa_TTa_V piTi_ppA_V
"
"79","அரசனை நம்பி புருசனைக் கைவிட்டது போல.
","","1","_aracaVY na_mpi purucaVY_k kYvi_TTatu pOla.
"
"80","அரசு அன்று கொல்லும், தெய்வம் நின்று கொல்லும்.
","","1","_aracu _a_VRu ko_llu_m, te_yva_m ni_VRu ko_llu_m.
"
"81","அரிசி ஆழாக்கானாலும் அடுப்புக் கட்டி மூன்று வேண்டும்.
","","1","_arici _AZA_kkAVAlu_m _aTu_ppu_k ka_TTi mU_VRu vE_NTu_m.
"
"82","அரிசி உழக்குன்னாலும் அடுப்பங்கரை மூணு வேணும்
","","1","_arici _uZa_kku_VVAlu_m _aTu_ppa_GkarY mUNu vENu_m
"
"83","அரிசின்னு அள்ளிப்பார்ப்பாரும் இல்லே உமின்னு ஊதிப்பார்ப்பாரும் இல்லே
","","1","_arici_VVu _a_LLi_ppA_r_ppAru_m _i_llE _umi_VVu _Uti_ppA_r_ppAru_m _i_llE
"
"84","அரித்தால் அவந்தான் சொரிந்துகொள்ளவேண்டும்.
","","1","_ari_ttA_l _ava_ntA_V cori_ntuko_LLavE_NTu_m.
"
"85","அரியும் சிவனும் ஒன்னு,அறியாதவன் வாயிலே மண்ணு.
","","1","_ariyu_m civaVu_m _o_VVu,_aRiyAtava_V vAyilE ma_NNu.
"
"86","அரிவாள் சூட்டைப்போல காய்ச்சல் மாற்றவோ?
","","1","_arivA_L cU_TTY_ppOla kA_y_cca_l mA_RRavO?
"
"87","அருண்டவன் கண்ணுக்கு இருண்டதெல்லாம் பேய்
","","1","_aru_NTava_V ka_NNu_kku _iru_NTate_llA_m pE_y
"
"88","அரும இல்லாத வூட்ல எருமயும் குடியிருக்காது.
","","1","_aruma _i_llAta vU_Tla _erumayu_m kuTiyiru_kkAtu.
"
"89","அரும மருமவன் தலெ போனாலும் பரவால்ல ஆதிகாலத்து ஒரல் ஒடயக்கூடாது.
","","1","_aruma marumava_V tale pOVAlu_m paravA_lla _AtikAla_ttu _ora_l _oTaya_kkUTAtu.
"
"90","அருமை சிந்தை, அற்புதம் செய்யும்.
","","1","_arumY ci_ntY, _a_Rputa_m ce_yyu_m.
"
"91","அருமையற்ற வீட்டில் எருமையும் குடியிருக்காது.
","","1","_arumYya_RRa vI_TTi_l _erumYyu_m kuTiyiru_kkAtu.
"
"92","அரை கொத்தரிசி அன்ன தானம் . விடிய விடிய மேள தாளம் .
","","1","_arY ko_ttarici _a_VVa tAVa_m . viTiya viTiya mELa tALa_m .
"
"93","அரைக் குடம் தளும்பும், நிறைக் குடம் தளும்பாது.
","","1","_arY_k kuTa_m taLu_mpu_m, niRY_k kuTa_m taLu_mpAtu.
"
"94","அரைக் குத்தரிசி அன்னதானம், விடிய விடிய மேளதாளம்.
","","1","_arY_k ku_ttarici _a_VVatAVa_m, viTiya viTiya mELatALa_m.
"
"95","அரைக்காசுக்கு அழிந்த மானம் ஆயிரம் பொன் கொடுத்தாலும் வாராது. (அரைக்காசுக்கு போன மானம் ஆயிரம் கொடுத்தாலும் வராது)
","","1","_arY_kkAcu_kku _aZi_nta mAVa_m _Ayira_m po_V koTu_ttAlu_m vArAtu. (_arY_kkAcu_kku pOVa mAVa_m _Ayira_m koTu_ttAlu_m varAtu)
"
"96","அரைக்காசுக்குக் குதிரை வாங்கவும் வேண்டும், ஆற்றைக் கடக்கப் பாயவும் வேண்டும்.
","","1","_arY_kkAcu_kku_k kutirY vA_Gkavu_m vE_NTu_m, _A_RRY_k kaTa_kka_p pAyavu_m vE_NTu_m.
"
"97","அரைக்காசை ஆயிரம் பொன்னக்குகிறவளும் பெண்சாதி , ஆயிரம் பொன்னை அறைக்காசு ஆக்கு கிறவளும் பெண்சாதி.
","","1","_arY_kkAcY _Ayira_m po_VVa_kkukiRavaLu_m pe_NcAti , _Ayira_m po_VVY _aRY_kkAcu _A_kku kiRavaLu_m pe_NcAti.
"
"98","அரைக்கிணறு தாண்டினாற் போல/அரைக்கிணறு தாண்டாதே!
","","1","_arY_kkiNaRu tA_NTiVA_R pOla/_arY_kkiNaRu tA_NTAtE!
"
"99","அரைக்கிறவன் ஒன்று நினைத்து அரைக்கிறான், குடிகிறவன் ஒன்று நினைதுக்க் குடிக்கிறான் .
","","1","_arY_kkiRava_V _o_VRu niVY_ttu _arY_kkiRA_V, kuTikiRava_V _o_VRu niVYtu_k_k kuTi_kkiRA_V .
"
"100","அரைத்து மீந்தது அம்மி, சிரைத்து மீந்தது குடுமி.
","","1","_arY_ttu mI_ntatu _a_mmi, cirY_ttu mI_ntatu kuTumi.
"
"101","அரைப்படி அரிசி அன்னதானத்துக்கு விடிய விடிய மேளதாளமாம்
","","1","_arY_ppaTi _arici _a_VVatAVa_ttu_kku viTiya viTiya mELatALamA_m
"
"102","அரைப்பணம் குடுத்து அழச்சொன்னங்களாம், ஒருப்பணம் கொடுத்து ஓயச்சொன்னாங்கலாம்.
","","1","_arY_ppaNa_m kuTu_ttu _aZa_cco_VVa_GkaLA_m, _oru_ppaNa_m koTu_ttu _Oya_cco_VVA_GkalA_m.
"
"103","அல்லல் ஒரு காலம், செல்வம் ஒரு காலம்.
","","1","_a_lla_l _oru kAla_m, ce_lva_m _oru kAla_m.
"
"104","அல்லல்பட்டு அழுத கண்ணீர் செல்வத்தைக் குறைக்கும்.
","","1","_a_lla_lpa_TTu _aZuta ka_NNI_r ce_lva_ttY_k kuRY_kku_m.
"
"105","அல்லற்ற வீட்டில் பல்லியும் சேராது.
","","1","_a_lla_RRa vI_TTi_l pa_lliyu_m cErAtu.
"
"106","அலை அடிக்கும் போதே கடலாட வேண்டும்.
","","1","_alY _aTi_kku_m pOtE kaTalATa vE_NTu_m.
"
"107","அலை எப்பொழுது ஓய்வது தலை எப்பொழுது முழுகுவது?
","","1","_alY _e_ppoZutu _O_yvatu talY _e_ppoZutu muZukuvatu?
"
"108","அவசரக்காரனுக்குப் புத்தி மட்டு.
","","1","_avacara_kkAraVu_kku_p pu_tti ma_TTu.
"
"109","அவசரத்தில் கல்யாணம் பண்ணி சாவகாசத்தில் சங்கடப்படாதே.
","","1","_avacara_tti_l ka_lyANa_m pa_NNi cAvakAca_tti_l ca_GkaTa_ppaTAtE.
"
"110","அவப்பொழுதிலும் தவப்பொழுது நல்லது.
","","1","_ava_ppoZutilu_m tava_ppoZutu na_llatu.
"
"111","அவரை விதை போட்டால் துவரையா முளைக்கும்?
","","1","_avarY vitY pO_TTA_l tuvarYyA muLY_kku_m?
"
"112","அவலை நினைத்துக்கொண்டு உரலை இடிக்கிறார்.
","","1","_avalY niVY_ttu_kko_NTu _uralY _iTi_kkiRA_r.
"
"113","அவள் பெயர் கூந்தலழகி அவள் தலை மொட்டை.
","","1","_ava_L peya_r kU_ntalaZaki _ava_L talY mo_TTY.
"
"114","அவளுக்கு இவள் எழுந்திருந்து உண்பாள்.
","","1","_avaLu_kku _iva_L _eZu_ntiru_ntu _u_NpA_L.
"
"115","அவன் இன்றி ஓர் அணுவும் அசையாது.
","","1","_ava_V _i_VRi _O_r _aNuvu_m _acYyAtu.
"
"116","அவன் கெடக்குறான் குடிகாரப்பய எனக்கு கொஞ்சம் இருத்தாப்புல ஊத்துன்னானாம்
","","1","_ava_V keTa_kkuRA_V kuTikAra_ppaya _eVa_kku ko_Jca_m _iru_ttA_ppula _U_ttu_VVAVA_m
"
"117","அவனவன் செய்த வினை அவனவனுக்கு.
","","1","_avaVava_V ce_yta viVY _avaVavaVu_kku.
"
"118","அவிசாரி என்று ஆனை மேல் போகலாம், திருடி என்று தெரு மேல் போக முடியுமா?
","","1","_avicAri _e_VRu _AVY mE_l pOkalA_m, tiruTi _e_VRu teru mE_l pOka muTiyumA?
"
"119","அவிட்டக்காரி வீட்டு தவிட்டுப் பானையெல்லாம் தனமாம்.
","","1","_avi_TTa_kkAri vI_TTu tavi_TTu_p pAVYye_llA_m taVamA_m.
"
"120","அழக் கொண்ட எல்லாம் அழப் போகும்.
","","1","_aZa_k ko_NTa _e_llA_m _aZa_p pOku_m.
"
"121","அழகுக்கு அணிந்த ஆபரணம் ஆபத்துக்கு உதவும்.
","","1","_aZaku_kku _aNi_nta _AparaNa_m _Apa_ttu_kku _utavu_m.
"
"122","அழச் சொல்லுவார் தமர், சிரிக்கச் சொல்லுவார் பிறர்.
","","1","_aZa_c co_lluvA_r tama_r, ciri_kka_c co_lluvA_r piRa_r.
"
"123","அழிந்த கொல்லையில் குதிரை மேய்ந்தாலென்ன, கழுதை மேய்ந்தாலென்ன?
","","1","_aZi_nta ko_llYyi_l kutirY mE_y_ntAle_VVa, kaZutY mE_y_ntAle_VVa?
"
"124","அழிவழக்குச் சொன்னவன் பழி பொறுக்கும் மன்னவன்.
","","1","_aZivaZa_kku_c co_VVava_V paZi poRu_kku_m ma_VVava_V.
"
"125","அழுகிற ஆணையும், சிரிக்கிற பெண்ணையும் நம்பக்கூடாது.
","","1","_aZukiRa _ANYyu_m, ciri_kkiRa pe_NNYyu_m na_mpa_kkUTAtu.
"
"126","அழுத பிள்ளைதான் பால் குடிக்கும்
","","1","_aZuta pi_LLYtA_V pA_l kuTi_kku_m
"
"127","அழுதாலும் பிள்ளை அவள்தானே பெறவேண்டும்
","","1","_aZutAlu_m pi_LLY _ava_LtAVE peRavE_NTu_m
"
"128","அழுது கொண்டிருந்தாலும் உழுது கொண்டிரு 
","","1","_aZutu ko_NTiru_ntAlu_m _uZutu ko_NTiru 
"
"129","அளக்கிற நாழி அகவிலை அறியுமா?
","","1","_aLa_kkiRa nAZi _akavilY _aRiyumA?
"
"130","அளகாபுரிக் கொள்ளையானாலும் அதிருட்டம் கெட்டவனுக்கு ஒன்றுமில்லை.
","","1","_aLakApuri_k ko_LLYyAVAlu_m _atiru_TTa_m ke_TTavaVu_kku _o_VRumi_llY.
"
"131","அளகேசனாகவே இருந்தாலும் அளவு அறிந்து செலவு செய்ய வேண்டும்.
","","1","_aLakEcaVAkavE _iru_ntAlu_m _aLavu _aRi_ntu celavu ce_yya vE_NTu_m.
"
"132","அளந்த வ்ல்லம் அட்டாலியிலே
","","1","_aLa_nta _v_lla_m _a_TTAliyilE
"
"133","அளவுக்கு மிஞ்சினால் அமிர்தமும் நஞ்சு.
","","1","_aLavu_kku mi_JciVA_l _ami_rtamu_m na_Jcu.
"
"134","அள்ளாதது குறையாது , சொல்லாதது பிறவாது.
","","1","_a_LLAtatu kuRYyAtu , co_llAtatu piRavAtu.
"
"135","அள்ளாது குறையாது , சொல்லாது பிறவாது .
","","1","_a_LLAtu kuRYyAtu , co_llAtu piRavAtu .
"
"136","அள்ளி முடிஞ்சா கொண்டை, அவுத்துப் போட்டா சவுரி
","","1","_a_LLi muTi_JcA ko_NTY, _avu_ttu_p pO_TTA cavuri
"
"137","அள்ளிக் கொடுத்தால் சும்மா, அளந்து கொடுத்தால் கடன்.
","","1","_a_LLi_k koTu_ttA_l cu_mmA, _aLa_ntu koTu_ttA_l kaTa_V.
"
"138","அற நனெஞ்சவனுக்கு குளிரென்ன கூதலென்ன?
","","1","_aRa naVe_JcavaVu_kku kuLire_VVa kUtale_VVa?
"
"139","அற முறுக்குனா அத்துப் போகும்.
","","1","_aRa muRu_kkuVA _a_ttu_p pOku_m.
"
"140","அறக்கப் பறக்க பாடுபட்டாலும் படுக்க பாயில்லை.
","","1","_aRa_kka_p paRa_kka pATupa_TTAlu_m paTu_kka pAyi_llY.
"
"141","அறச் செட்டு முழு நட்டம் .
","","1","_aRa_c ce_TTu muZu na_TTa_m .
"
"142","அற்ப அறிவு அல்லலுக்கு இடம்.
","","1","_a_Rpa _aRivu _a_llalu_kku _iTa_m.
"
"143","அற்ப ஆசை கோடி தவத்தைக் கெடுக்கும்.
","","1","_a_Rpa _AcY kOTi tava_ttY_k keTu_kku_m.
"
"144","அற்ப சகவாசம் பிராண சங்கடம்.
","","1","_a_Rpa cakavAca_m pirANa ca_GkaTa_m.
"
"145","அறப்படித்தவன் அங்காடி போனால், விற்கவும் மாட்டான் கொள்ளவும் மாட்டான்.
","","1","_aRa_ppaTi_ttava_V _a_GkATi pOVA_l, vi_Rkavu_m mA_TTA_V ko_LLavu_m mA_TTA_V.
"
"146","அற்பருக்குப் பவிசு வந்தால் அர்த்த ராத்திரியில் குடை பிடிப்பர்
","","1","_a_Rparu_kku_p pavicu va_ntA_l _a_r_tta rA_ttiriyi_l kuTY piTi_ppa_r
"
"147","அற்பனுக்கு வாழ்வு வந்தால் அர்த்த ராத்திரியில் குடை பிடிப்பான்.
","","1","_a_RpaVu_kku vA_Zvu va_ntA_l _a_r_tta rA_ttiriyi_l kuTY piTi_ppA_V.
"
"148","அறமுறுக்கினால் அற்றும் போகும்.
","","1","_aRamuRu_kkiVA_l _a_RRu_m pOku_m.
"
"149","அற்றது பற்றெனில் உற்றது வீடு.
","","1","_a_RRatu pa_RReVi_l _u_RRatu vITu.
"
"150","அறிந்தறிந்து செய்கிற பாவத்தை அழுதழுது தொலைக்கவேண்டும்.
","","1","_aRi_ntaRi_ntu ce_ykiRa pAva_ttY _aZutaZutu tolY_kkavE_NTu_m.
"
"151","அறிய அறியக் கெடுவார் உண்டா?
","","1","_aRiya _aRiya_k keTuvA_r _u_NTA?
"
"152","அறிவில்லார் சிநேகம் அதிக உத்தமம்.
","","1","_aRivi_llA_r cinEka_m _atika _u_ttama_m.
"
"153","அறிவீன இடத்தில் புத்தி கேளாதே.
","","1","_aRivIVa _iTa_tti_l pu_tti kELAtE.
"
"154","அறிவீனர் தமக்கு ஆயிரம் உரைக்கினும் அவம்.
","","1","_aRivIVa_r tama_kku _Ayira_m _urY_kkiVu_m _ava_m.
"
