"228","பற்பல","சிற்சில","","","1"
"229","பாதுகாப்பு","அபாயம்","","","1"
"230","பாவம்","புண்ணியம்","","","1"
"231","பிடிக்கும்","பிடிக்காது","","","1"
"232","பிடிக்கும்","பிடிக்காது","","","1"
"233","பிரிக்கலாம்","சேர்க்கலாம்","","","1"
"234","பிரிந்து","சேர்ந்து","","","1"
"235","பிழை","திருத்தம்","","","1"
"236","பிறந்தார்","மறைந்தார்","","","1"
"237","பின்","முன்","","","1"
"238","பின்","முன்","","","1"
"239","பின்னர்","முன்னர்","","","1"
"240","புகழ்ச்சி","இகழ்ச்சி","","","1"
"241","புதிய","பழைய","","","1"
"242","புதுமை","பழமை","","","1"
"243","பெரிது","சிறுது","","","1"
"244","பெரியது","சிறியது","","","1"
"245","பெரியவர்","சிறியவர்","","","1"
"246","பெருக்கல்","வகுத்தல்","","","1"
"247","பெருகி","சுருங்கி","","","1"
"248","பெருந்தொகை","சிறுதொகை","","","1"
"249","பெருமை","சிறுமை","","","1"
"250","பெருமை","சிறுமை","","","1"
"251","பெற்றமை","இழந்தமை","","","1"
"252","பொய்","மெய்","","","1"
"253","போ","வா","","","1"
"254","போ","வா","","","1"
"255","மகள்","மகன்","","","1"
"256","மகன்","மகள்","","","1"
"257","மகிழ்ச்சி","சோகம்","","","1"
"258","மகிழ்ச்சி","துயரம்","","","1"
"259","மகிழ்ச்சி","வருத்தம்","","","1"
"260","மரதி","ஞாபகம்","","","1"
"261","மலர்","மொட்டு","","","1"
"262","மலர்தல்","குவிதல்","","","1"
"263","மலர்தல்","கூம்பல்","","","1"
"264","மற","நினை","","","1"
"265","மனைவி","கணவன்","","","1"
"266","மிகுதி","குறைவு","","","1"
"267","முடியும்","முடியாத","","","1"
"268","முதல்","கடைசி(இறுதி)","","","1"
"269","முதன்மை","இறுதி","","","1"
"270","முதுகலை","இளங்கலை","","","1"
"271","முற்பகல்","பிற்பகல்","","","1"
"272","முன்","பின்","","","1"
"273","முன்னால்","பின்னால்","","","1"
"274","முன்னே","பின்னே","","","1"
"275","மூத்த","இளைய","","","1"
"276","மெதுவாக","வேகமாக","","","1"
"277","மெல்லிய","தடிமன்","","","1"
"278","மென்மை","கடினம்","","","1"
"279","மேடு","பள்ளம்","","","1"
"280","மேல்","கீழ்","","","1"
"281","மேலே","கீழே","","","1"
"282","மேலே","கீழே","","","1"
"283","வடக்கு","தெற்கு","","","1"
"284","வடநாடு","தென்னாடு","","","1"
"285","வந்து","சென்று","","","1"
"286","வரவு","செலவு","","","1"
"287","வலது","இடது","","","1"
"288","வளர்ச்சி","தளர்ச்சி","","","1"
"289","வளைத்தல்","நிமிர்த்தல்","","","1"
"290","வளைவு","நேர்","","","1"
"291","வறுமை","வளமை(செம்மை)","","","1"
"292","வாங்க","விற்க","","","1"
"293","வாசல்","பின்புரம்(கொல்லை)","","","1"
"294","வாடகை","சொந்தம்","","","1"
"295","வாடுதல்","தழைத்தல்","","","1"
"296","வாழ்த்தல்","தூற்றல்","","","1"
"297","வாழ்வு","தாழ்வு","","","1"
"298","வாழ்வு","தாழ்வு","","","1"
"299","விருப்பு","வெருப்பு","","","1"
"300","விருப்பு","வெறுப்பு","","","1"
"301","விழு","எழுந்திரு","","","1"
"302","விழுங்கு","துப்பு","","","1"
"303","விழைந்தார்","வெறுத்தார்","","","1"
"304","வினா","விடை","","","1"
"305","வீரம்","கோழை","","","1"
"306","வெளியே","உள்ளே","","","1"
"307","வெற்றி","தோல்வி","","","1"
"308","வெற்றி","தோல்வி","","","1"
"309","வென்று","தோற்று","","","1"
"310","வேகம்","வேகமின்மை","","","1"
"311","வேண்டும்","வேண்டாம்","","","1"
"312","வேற்றி","தோல்வி","","","1"
"313","வேற்றுமை","ஒற்றுமை","","","1"
"314","வேற்றுமை","ஒற்றுமை","","","1"
"315","வேறுபாடு","ஒருமைப்பாடு","","","1"
"316","ுவுக","ஒருவுக","","","1"
"317","மேதை","பேதை","","","1"
"318","தன்மை","வெம்மை","","","1"
"319","மன்னிப்பு","ஒறுப்பு","","","1"
"320","அருகு","பெருகு","","","1"
"321","அண்மை","சேய்மை","","","1"
"322","முனிவு","கணிவு","","","1"
"323","வழுத்தல்","இகழ்தல்","","","1"
"324","வளர்ச்சி","தளர்ச்சி","","","1"
"325","அருள்","மருள்","","","1"
"326","ஆடுஉ","மகடுஉ","","","1"
"327","அருகே","தொலைவு","","","1"
"328","பனையளவு","திணையளவு","","","1"
"329","ஆழ","மிதப்ப","","","1"
"330","எந்தை","நொந்தை","","","1"
"331","ஆகாது","போகாது","","","1"
"332","மருள்","தெருள்","","","1"
"333","தொகுத்து","பகுத்து","","","1"
"334","நல்லார்","அல்லார்","","","1"
"335","இன்சொல்","வன்சொல்","","","1"
"336","இயன்ற","இயலாத","","","1"
"337","பகட்டு","எளிமை","","","1"
"338","தளிர்","சருகு","","","1"
"339","ஆண்டான்","அடிமை","","","1"
"340","சொந்தம்","அந்நியம்","","","1"
"341","இழப்பு","ஆதாயம்","","","1"
"342","தொண்மை","புதுமை","","","1"
"343","பண்புடை","பண்பிலா","","","1"
"344","களிப்பு","துயரம்","","","1"
"345","தமயன்","தமக்கை","","","1"
"346","இம்மை","மறுமை","","","1"
"347","கடுவன்","மந்தி","","","1"
"348","தனிமை","குழு","","","1"
"349","ஆதி","அந்தம்","","","1"
"350","பழமொழி","புதுமொழி","","","1"
"351","வடமொழி","தென்மொழி","","","1"
"352","மூதேவி","சீதேவி","","","1"
"353","இன்சொல்","வனசொல்","","","1"
"354","இடும்பை","இன்பம்","","","1"
"355","நஞ்சு","அமிர்தம்","","","1"
"356","மேலை","கீழை","","","1"
"357","வளர்ந்து","தளர்ந்து","","","1"
"358","ஓடுமீன்","உறுமீன்","","","1"
"359","சுருக்கம்","விரிவு","","","1"
"360","இறுக்கம்","தளர்வு","","","1"
"361","மலர்தல்","கூம்புதல்","","","1"
"362","அமைதி","குழப்பம்","","","1"
"363","குடியரசு","முடியரசு","","","1"
"364","அமாவாசை","பௌர்ணமி","","14","1"
"365","காலி","முள்","க‌ல்","18","0"
"386","திருப்புளி","","திருவுகோள்","92","1"
"387","கரண்டி","","பொருள்","92","1"
"390","உயிரினம்","","உயிருள்ளவை","2","1"
"393","கோய்யாக்கனி","கோய்யாக்கனி","கோய்யாக்கனி","99","0"
"395","உலா பேசி","அலைபேசி","செல்லுமிடமெல்லாம் பயன்படுத்தும் பேசி (தொலைபேசி)","4","1"
"397","முடி உலர்த்தி","","முடியை உலர்த்தும் கருவி","4","1"
"402","ஒமெகா","","omega","107","0"
"403","அந்துளிதுந்துளியார்த்தல்","","பதைபதைத்தல்","109","0"
"404","வேற்றுமையொழிநிலைத்தொடர்","","அல்வழிப்புணர்ச்சி","109","0"
"405","மரியாதைத்தப்பு","","அவமரியாதை","109","0"
"406","திண்ணியன்","","அவணன்","109","0"
"407","Wavelength","","ஒத்துணர்வு","111","0"
"408","Bill","","முன்மொழிவு","111","0"
"409","Plastic","","நெகிழி","111","0"
"410","smartphone","","திறன்பேசி","111","0"
"411","smart city","","திறன் நகரம்","111","1"
"412","representative","","சார்பாற்றுநர்; சார்பாளர்","111","0"
"413","Fundamentalism","முற்போக்குவாதம்","அடிப்படைவாதம் ; பிற்போக்கு","111","0"
"414","Fundamentalist","முற்போக்குவாதி ; முற்போக்கு சிந்தனையுள்ளவர்","அடிப்படைவாதி; பிற்போக்கு சிந்தனை கொண்டவர்","111","0"
"415","Lorry ; Truck","","சுமையுந்து, சுமையூர்தி, சரக்குந்து","111","1"
"416","Helicopter","","உலங்கு வானூர்தி","111","1"
"417","diplomat","","செயலாற்றுநர்; பேராண்மைக்குரியவர்; பேராண்மை அமைச்சர்; அரசியல் செயலாற்றுநர்; அரசு செயலாற்றுநர்; தூதர்;","111","1"
"418","இராமன்","அசுரன், இராவணன்","","114","0"
"420","மன்","","நிலையான","116","0"
"426","Convention","","பொதுப்புரிதல் ஒப்பந்தம் (சர்வதேச)","3","0"
"427","இருப்பாணி ","","","145","0"
"428","பனிக்கூழ்","","ஐஸ்க்ரீம்","152","0"
"429","அருன் பான்டியன்","","","153","0"
"430","cabஇனெட் ","","","155","0"
"431","cabinet","","","155","0"
"432","கரக்கம்பம்","","கைதட்டல், கரவொலி, கரகோஷம்","157","0"
"433","தொழிந்தால்","","","159","0"
"434","தல விருட்சம்","","","160","0"
"435","தழ்குழலி","","","161","0"
"436","அறியாதவன்","","","162","0"
"437","பொறுமுதல்","","","163","0"
"438","கோவரதன் ","","","164","0"
"439","செய்கை ","","செயல்","166","0"
"440","இன்னல்கள்","","","167","0"
"441","தாளகதி","","","170","0"
"442","வாழ்வியல் ","வாழாவியல்","அன்றாட வாழ்நாளின் உள்ளடங்கிய பகுதிகள்","176","0"
"443","கல் ஒட்டர்","கல் உடைப்பவர்","கற்குவாரியில் வாழும் நாடோடி","177","0"
"444","பெளயம் ","","","180","0"
"445","மகஞ்செய்யாது","","","181","0"
"446","betroat","","","182","0"
"447","vanakkam","","","182","0"
"448","","","கொட்டு மரம்  மீயிங் ","183","0"
"449","கொட்டு மரம்  மீயிங் ","கொட்டு மரம்  மீயிங்  ","","183","0"
"450","இரத்தினத்திரயத்துள் ","","","186","0"
"451","சங்கச் சொல்லடைவு அகராதி","","","187","0"
"452","எழுச்சிக்கு","","","188","0"
"453","செல்லப்பாண்டியன் ","","","189","0"
"454","9941516594","படுக்கையும் களை வெட்டும்","","192","0"
"455","படுக்கையும் களை வெட்டும்","","","192","0"
"456","கஸ்துா்பா காந்தி ","","","193","0"
"457","தீக்கனல்","","","194","0"
"458","தீப்பொறிகள்","","","194","0"
"459","  அகம்  ","புறம்"," காதல் வாழ்வு ","195","0"
"460","கனல்சக்தி","","","194","0"
"461","அணுப்பிளவு சக்தி","","","194","0"
"462","அணுப்பிணைவு சக்தி","","","194","0"
"463","கனல் சக்தி","குளிர் சக்தி","எரிசக்தி","194","0"
"464","respected ","","","189","0"
"465","நமது பாரம்பாியம்","","","198","0"
"466","பிருதிவி-வியாக்கிரன்","","","201","0"
"467","ஏகாளி","","","204","0"
"468","கவுரவர்கள்","","","205","0"
"469","தண்டமிழ்தாசன்","தீத்தமிழ்தாசன்","குளிர்தமிழடியன்","207","0"
"470","அகத்தியர்","","","208","0"
"471","விழுது கம்பி","","","210","0"
"472","அரிமதர்","","அரிமதர்","211","0"
"473","பட்டஇகஐ","","","214","0"
"474","சஆனல்","","","214","0"
"475",".  ஆதியாய் நின்ற வறிவு முதலெழுத் தோதிய நூலின் பயன்","","","215","0"
"476","உரலி","","","216","0"
"477","மாலாது ","","","218","0"
"478","மாமழை போற்றுதல்","மங்கை ","girl","220","0"
"479","சண்முகநாதன்","","","221","0"
"480","ஜஷ்வந்த்","‍‍‍‍‍‍‍‍‍‍_","பாராட்டுக்கலை பெருபவன்","222","0"
"481","ஒலி பெருக்கி","","","223","0"
"482","பேச்சுமொழி","","பேச்சுமொழி","224","0"
"483","யுகத்தின் பாடல் ","","","225","0"
"484","யூகத்தின் http://tamilrockers.gs/index.php/topic/69737-kaala-2018tamil-hq-dvdscr-x264-hq-line-audio-400mb/பாடல் ","","http://tamilrockers.gs/index.php/topic/69737-kaala-2018tamil-hq-dvdscr-x264-hq-line-audio-400mb/","225","0"
"485","றாத்தல்","","","226","0"
"486","ஓய்ந்து இதற்கான குறிப்பு","ஓய்ந்து இலக்கணக்குறிப்பு","","227","0"
"487","கனலை","","","229","0"
"488","சொல் லேர் உழவர்","","","230","0"
"489","போலீஸ்","","","231","0"
"490","Vermundu ","","Uses","234","0"
"491","காலத்தை வென்ற மொழி","","","235","0"
"492","ஏதிலி ","","","239","0"
"493","மன்னர்","","","239","0"
"494","அ ரு ம் பு ","","","240","0"
"495","வ ல ஞ் சு ழி ","","","240","0"
"496","பிரனன் ","","","241","0"
"497","பாஸ்போர்ட்","","கடவுச்சீட்டு","242","0"
"498","கம்பெனி","","நிறுவனம்","242","0"
"499","யங்ஙனம்","","யங்ஙனம்","245","0"
"500","யங்கனம்","","","245","0"
"501","அன்புடன்","","","245","0"
"502","சொல்லேர் உழவர்","","","246","0"
"503","அரும்பு இடை சொற்கள்","","","247","0"
"504","இறக்கை வேளாண்மை","","","248","0"
"505","மேட்டல்","","","249","0"
"506","கலைச்சொல் அகராதி","அழகியல்","","251","0"
"507","ித்ுான்","","","253","0"
"508","ராச்சியம்","","","255","0"
"509","யாப்பறிஞர்","","","256","0"
"510","காலத்தை வென்ற மொழி என்ற தலைப்பில் கவிதை","","","257","0"
"511"," காலத்தை வென்ற மொழி"," காலத்தை வெல்லாத மொழி"," காலம்","257","0"
"512","தமையனார்","","","258","0"
"513","கனடியர்","","","259","0"
"514","உரைபது","","","261","0"
"515","உரைப்பது","","","261","0"
"516","நூவல்","","","262","0"
"517","சொல்","","","265","0"
"518","செயற்படும்","","இயங்கும் என்று பொருள்.  ","267","0"
"519","வெகுளும்","","","187","0"
"520","சிறுபொருள்","","","187","0"
"521","சரியயை என்ரால் என்ன‌","","சரியயை என்ட்ரல் என்ன‌","241","0"
"522","சரியை ","","சரியை","241","0"
"523","பக்கம் -26 - சொல்லேர் உழவர்","பக்கம் -26 - சொல்லேர் உழவர்","பக்கம் -26 - சொல்லேர் உழவர்","271","0"
"524","கம்பர்","Biodata","Details","272","0"
"525","உயிர்மெய்","","உயிர்மெய்","273","0"
"526","கல்வி ஆண்டு","","கல்வி ஆண்டு (academic year) என்பது பள்ளிகள், கல்லூரிகள் மற்றும் பல்கலைக்கழகங்களில் மாணவர்களுக்கு கல்வி பயிலப்படும் காலத்தை குறிக்கும் ஆண்டாகும். கல்வி ஆண்டை முதல் பருவம், இரண்டாம் பருவம் மற்றும் மூன்றாம் பருவம் என மூன்று பருவங்களாக பிரித்து மாணவர்களுக்கு கல்வி பயிற்றுவிக்கிறார்கள். மூன்றாம் பருவம் முடிந்தவுடன் மாணவர்களுக்கு கோடை விடுமுறை விடப்படுகிறது. சில கல்வி நிறுவனங்கள் இரண்டு பருவங்கள் கொண்ட கல்வி ஆண்டை பின்பற்றுகிறது.","276","0"
"527"," இங்ஙணம்","","","280","0"
"528","இங்ஙனம்","","","280","0"
"529","பிறமொழி சொற்களை தமிழ்ப்படுத்துக","  வாடகை","வாடகை","281","0"
"530","தகிப்பு","","","284","0"
"531","பிறைக்கதிர்","","","292","0"
"532","பிறைமதி","","","292","0"
"533","Sivanika ","","","295","0"
"534","பதரை","","","298","0"
"535","நொச்சிப்படலம்","","","303","0"
"536","பெண் புலவர்கள்","","","304","0"
"537","ஒரு பொழுது","","","306","0"
"538","ப்ரீதி","மகிழ்ச்சி படுத்து","மகிழ்ச்சி படுத்து","307","0"
"539","வாழா என் வாழ்வை வாழவே தாழாமல் மேலே போகிறேன் தீரா உள் ஊற்றை தீண்டவே இன்றே இங்கே மீள்கிறேன் இங்கே இன்றே ஆழ்கிறேன்","","","308","0"
"540","மூவிதழ் அடங்கல்","","","310","0"
"541","யானை மத்தகம்","","","311","0"
"542","பச்சை கற்பூரம்","","","314","0"
"543","கமதி ","","","316","0"
"544","பவித்ரா","Pure","புனிதம்","317","0"
"545","தந்தவத்திரன்","","சிவன்","319","0"
"546","தந்திரகன்","","நூல் வல்லோன்","319","0"
"547","நேர்ந்தங்கே","","","320","0"
"548","காருகர்","","","323","0"
"549","தண்டா மரையி னுடன் பிறந்தும் தண்டேன்","","","324","0"
"550","ஆவாரம்பூ","","","325","0"
"551","கயிறுகுறு முகவை","","","326","0"
"552","காரணவ மறவர் ","காரணவர் ","காரணமானவர், கர்த்தா, காரணவர், ஒரு செயலின் காரணி,வினையூக்கி, மறவரின் ஒரு பிரிவினர் காரணமறவர் எனப்பட்டனர்,   " மதுரைக்கு காரணவரான" ஆட்சியாளரையும் குறிக்கும் சொல்.","327","0"
"553","மாண்டு ","","","331","0"
"554","அந்தமில்லாத ","","","332","0"
"555","அதமர்கள்","","","333","0"
"556","பிடை ","","அர்த்தம் ","335","0"
"557","பிடை அர்த்தம் ","","","335","0"
"558","அலாதி","","தூயதமிழில்","336","0"
"559","சக்கரவர்த்தி  ","","","337","0"
"560","வளையதளம்","","","338","0"
"561","ஆடுதின்னாப்பாலை","","","340","0"
"562","தலகானி ","","","341","0"
"563","ழகரம்","","","343","0"
"564","வீடு பேற்றை","","","344","0"
"565","வீடு பேற்ரை","","","344","0"
"566","கங்கணங்களும் ","","","345","0"
"567"," உரித்தாகுக","","","347","0"
"568","இளஞ்சேரன்","","","348","0"
"569"," சீத்தூன்","","","350","0"
"570","கைகி","","","351","0"
"571","உமனர்கல்","","","352","0"
"572","umanarkal","","","352","0"
"573","நெளரு","","","353","0"
"574","முறைசார்","","","356","0"
"575","அதிரம்","","உதடு","358","0"
"576","பேற்றினை","","","359","0"
"577","வர பிரசாதம்","","","360","0"
"578","மகடு ","","","361","0"
"579","பசுங்கண்","","","362","0"
"580","உபநிடதம்","","","363","0"
"581","நிலவழி சந்து","","அதன் விளக்கம் தேவை","365","0"
"582","மண்டணர் ","","","366","0"
"583","சனாதனி","","","368","0"
"584","மருவாரும்","","","369","0"
"585","பானமான","","","370","0"
"586","திகழ்மதி ","","","371","0"
"587","In","Out","உள்ளை","373","0"
"588","பெலன்","","","374","0"
"589","௭திர்","","","376","0"
"590","பற்றுகளை","","","377","0"
"591","தீபன் ","","","379","0"
"592","மருண்டார்","","","383","0"
"593","மருண்ட","","","383","0"
"594","சரவணன்","","","384","0"
"595","Aaraathana","","","385","0"
"596","மகிழன்","","","386","0"
"597","மதுகை","","","387","0"
"598","நீர் விழி","","","389","0"
"599","சந்தோசம்","","சந்தோசம்","390","0"
"600","அத்த கூலி","தினக்கூலி","நிரந்தரமற்ற வேலை பார்ப்பவர், இன்றைய gig economy  சூழலில் gig worker என்று அறியப்படுபவர்","3","0"
"601","ொருலாளர்","","","392","0"
"602","திடகாத்திரமான உடல் அமைப்பு கொண்டவர்","","","393","0"
"603","சித்ரான்னம்","","","394","0"
"604","தார்ப்பரியம் ","","","395","0"
"605","செய்துகொள்ளாத","","","396","0"
"606","முந்நீர் வழக்கம் மகடூஉ வோடில்லை ","","","397","0"
"607","பனியா","","","398","0"
