"68","அங்கணம்"," சலதாரைசேறுமுற்றம்
","சதுரகராதி - பெயரகராதி"
"69","அங்கதம்"," தோளணி, பழிச்சொல், பாம்பு, பொய், யானையணவு
","சதுரகராதி - பெயரகராதி"
"70","அங்கம்"," அடையாளம், அவயவம், உடல், எலும்பு, ஓர்தேசம், ஓர் பாடை, கட்டில், பாவனை, வேதாங்கம்
","சதுரகராதி - பெயரகராதி"
"71","அங்காரகம்"," பூசம்பரிமளம்
","சதுரகராதி - பெயரகராதி"
"72","அங்கர்"," அங்கதேசத்தார்
","சதுரகராதி - பெயரகராதி"
"73","அங்கர்கோமான்"," கன்னன்
","சதுரகராதி - பெயரகராதி"
"74","அங்கனை"," பெண்
","சதுரகராதி - பெயரகராதி"
"75","அங்காடி"," கடைவீதி
","சதுரகராதி - பெயரகராதி"
"76","அங்காத்தல"," வாயதிறத்தில்
","சதுரகராதி - பெயரகராதி"
"77","அங்காரகன்"," செவ்வாய், நெருப்பு
","சதுரகராதி - பெயரகராதி"
"78","அங்கி"," கார்த்திகை நாள், சட்டை, நெருப்பு
","சதுரகராதி - பெயரகராதி"
"79","அங்கிதம்"," உடற்றழும்பு
","சதுரகராதி - பெயரகராதி"
"80","அங்கிநாள்"," அத்தகாள்
","சதுரகராதி - பெயரகராதி"
"81","அங்கிரி"," கால்
","சதுரகராதி - பெயரகராதி"
"82","அங்கு"," அவ்விடம்
","சதுரகராதி - பெயரகராதி"
"83","அங்குசபாசமேந்தி"," விநாபகன்
","சதுரகராதி - பெயரகராதி"
"84","அங்குசம்"," யானைத்தோட்டி
","சதுரகராதி - பெயரகராதி"
"85","அங்குட்டம்"," பெருவிரல்
","சதுரகராதி - பெயரகராதி"
"86","அங்குரம்"," முளை
","சதுரகராதி - பெயரகராதி"
"87","அங்குலம்"," ஓரளவு
","சதுரகராதி - பெயரகராதி"
"88","அங்குலி"," விரல்
","சதுரகராதி - பெயரகராதி"
"89","அங்குலியம்"," மோதிரம்
","சதுரகராதி - பெயரகராதி"
"90","அங்கை"," உள்ளங்கை
","சதுரகராதி - பெயரகராதி"
"91","அங்கோலம்"," அழிஞ்சில்
","சதுரகராதி - பெயரகராதி"
"92","அங்ஙனம்"," அத்தன்மை, அவ்விடம்
","சதுரகராதி - பெயரகராதி"
"93","அசங்கதம்"," ஒழுங்கின்மை, பொய்
","சதுரகராதி - பெயரகராதி"
"94","அசடர்"," கீழ்மக்கள்
","சதுரகராதி - பெயரகராதி"
"95","அசதி"," சிரித்துப்பேசல், வசவி
","சதுரகராதி - பெயரகராதி"
"96","அசமானம்"," உவமையின்மை
","சதுரகராதி - பெயரகராதி"
"97","அசம்"," ஆடு, மூவருடநெல்
","சதுரகராதி - பெயரகராதி"
"98","அசலம்"," அசையாநிலை, பூமி, மலை
","சதுரகராதி - பெயரகராதி"
"99","அசலனம்"," அசைவின்மை
","சதுரகராதி - பெயரகராதி"
"100","அசலன்"," கடவுள்
","சதுரகராதி - பெயரகராதி"
"101","அசலை"," பூமி
","சதுரகராதி - பெயரகராதி"
"102","அசவல்"," கொசுகு
","சதுரகராதி - பெயரகராதி"
"103","அசறு","சேறு
","சதுரகராதி - பெயரகராதி"
"104","அசனம்"," உணவு, சோறு, வேங்கை
","சதுரகராதி - பெயரகராதி"
"105","அசனி"," இடி, வச்சிராயுதம்
","சதுரகராதி - பெயரகராதி"
"106","அசன்"," பிரமன்
","சதுரகராதி - பெயரகராதி"
"107","அசாவேரி"," ஓரிராகம்
","சதுரகராதி - பெயரகராதி"
"108","அசி"," அவமதிச்சிரிப்பு, ஆயுதப்பொது, வாள்
","சதுரகராதி - பெயரகராதி"
"109","அசிந்தியம்"," ஓரேண்
","சதுரகராதி - பெயரகராதி"
"110","அசுசி"," அசுத்தம்
","சதுரகராதி - பெயரகராதி"
"111","அசுணமா"," கேகயப்புள்
","சதுரகராதி - பெயரகராதி"
"112","அசும்பு"," கிணறு, பொல்லாநிலம், வழுக்குநிலம்
","சதுரகராதி - பெயரகராதி"
"113","அசுரநாள்"," மூலநாள்
","சதுரகராதி - பெயரகராதி"
"114","அசுரமந்திரி"," சுக்கிரன்
","சதுரகராதி - பெயரகராதி"
"115","அசுரர்"," அவுணர்
","சதுரகராதி - பெயரகராதி"
"116","அசுவம்"," குதிரை
","சதுரகராதி - பெயரகராதி"
"117","அசுழம்"," நாய்
","சதுரகராதி - பெயரகராதி"
"118","அசேதனம்"," அறிவின்மை
","சதுரகராதி - பெயரகராதி"
"119","அசை"," அசைநிலை, அசையென்னுமேவல், செய்யுளுருப்பிலொன்று
","சதுரகராதி - பெயரகராதி"
"120","அசைதல்"," ஆடல், உலாவல், சோம்பல், தலுங்கல், துவளல்
","சதுரகராதி - பெயரகராதி"
"121","அசைத்தம்"," ஆட்டல், கட்டல்
","சதுரகராதி - பெயரகராதி"
"122","அசைப்பு"," செல்லுதல், செல்
","சதுரகராதி - பெயரகராதி"
"123","அசோகம்"," ஓர்மரம், மன்மதன்கணை
","சதுரகராதி - பெயரகராதி"
"124","அசோகண்"," அருகன்
","சதுரகராதி - பெயரகராதி"
"125","அச்சம்"," அகத்தி, இலேசு, பயம்
","சதுரகராதி - பெயரகராதி"
"126","அச்சயன்"," கடவுள்
","சதுரகராதி - பெயரகராதி"
"127","அச்சி"," ஓர்தேயம்
","சதுரகராதி - பெயரகராதி"
"128","அச்சு"," அடையாளம், உயிர்பண்டியச்சு
","சதுரகராதி - பெயரகராதி"
"129","அச்சுதம்"," அருகுவெள்ளிரிசி கூட்டியணிவது, கெடுதலின்மை
","சதுரகராதி - பெயரகராதி"
"130","அசுத்தன்"," கடவுள் விஷ்ணு
","சதுரகராதி - பெயரகராதி"
"131","அச்சுதன்முன்வந்தோன்"," பலபத்திரன்
","சதுரகராதி - பெயரகராதி"
"132","அச்சுவத்தம்"," அரசமரம்
","சதுரகராதி - பெயரகராதி"
"133","அச்சுவம்"," குதிரை
","சதுரகராதி - பெயரகராதி"
"134","அச்சோ"," அதிசயச்சொல், இரக்கச்சொல்
","சதுரகராதி - பெயரகராதி"
"135","அஞர்"," அறிவில்லார், துன்பம்
","சதுரகராதி - பெயரகராதி"
"136","அஞலம்"," கொசுகு
","சதுரகராதி - பெயரகராதி"
"137","அஞல்"," கொசுக்கு
","சதுரகராதி - பெயரகராதி"
"138","அஞ்சம்"," அன்னப்புள்
","சதுரகராதி - பெயரகராதி"
"139","அஞ்சலி"," கும்பிடல்
","சதுரகராதி - பெயரகராதி"
"140","அஞ்சலிகை"," வெளவால்
","சதுரகராதி - பெயரகராதி"
"141","அஞ்சில்"," தோல்வி, பயப்படல், வியங்கோண்முற்று
","சதுரகராதி - பெயரகராதி"
"142","அஞ்சனம்"," கறுப்பு, மேற்றிசையளை, மை
","சதுரகராதி - பெயரகராதி"
"143","அஞ்சுனவண்ணன்"," திருமால்
","சதுரகராதி - பெயரகராதி"
"144","அஞ்சனாவதி"," வடகீழ்த்திசையானைக்குப் பெண் யானை
","சதுரகராதி - பெயரகராதி"
"145","அஞ்சனி"," காயா
","சதுரகராதி - பெயரகராதி"
"146","அஞ்சனை"," அனுமன்றாய், வடதிசை யானைக்குப்பெண்யானை
","சதுரகராதி - பெயரகராதி"
"147","அஞ்சிதமுகம்"," தலையாட்டி யிருதோன்மேற்சாய்த்தல்
","சதுரகராதி - பெயரகராதி"
"148","அஞ்சிதம்"," உண்டாதல் பொருந்தல்
","சதுரகராதி - பெயரகராதி"
"149","அஞ்ஞை"," அறிவில்லான், அடகு இலைக்கறி, கடன்கோடற்கீடுவைத்தல்
","சதுரகராதி - பெயரகராதி"
"150","அடக்கம்"," ஒடுக்கம்
","சதுரகராதி - பெயரகராதி"
"151","அடங்கல்"," அடக்கம், எல்லாம், சுருங்கல், வியங்கோண்முற்று
","சதுரகராதி - பெயரகராதி"
"152","அடம்"," ஈனம், சஞ்சாரம்
","சதுரகராதி - பெயரகராதி"
"153","அடர்"," தகடு, நெருங்கு,  பொருந்தென்னுமேவல்
","சதுரகராதி - பெயரகராதி"
"154","அடர்தல்"," நெருங்கல்
","சதுரகராதி - பெயரகராதி"
"155","அடர்த்தல்"," பொருதல்
","சதுரகராதி - பெயரகராதி"
"156","அடர்பு"," நெருக்கம், வினையெச்சம்
","சதுரகராதி - பெயரகராதி"
"157","அடலை"," சாம்பல்
","சதுரகராதி - பெயரகராதி"
"158","அடல்"," கொல்லுதல், சமைத்தல், பொருதல், வலி, வியங்கோண்முற்று, வெற்றி
","சதுரகராதி - பெயரகராதி"
"159","அடவி"," காடு, சோலை
","சதுரகராதி - பெயரகராதி"
"160","அடாணா"," ஓரிராகம்
","சதுரகராதி - பெயரகராதி"
"161","அடி"," அடியென்லுமெவல், ஆதி, கால், செய்யுளுருப்பிலொன்று
","சதுரகராதி - பெயரகராதி"
"162","அடிகள்"," கடவுள், குரு, தலைவி, முனிவரிமூத்தோன்
","சதுரகராதி - பெயரகராதி"
"163","அடிக்குடில்"," அடிச்சேரி, அடிசில் சோது
","சதுரகராதி - பெயரகராதி"
"164","அடித்தல்"," அடிக்குதல்
","சதுரகராதி - பெயரகராதி"
"165","அடுகளம்"," போர்க்களம்
","சதுரகராதி - பெயரகராதி"
"166","அடுக்கல்"," ஒன்றின்மேலொன்றேற்றல், மலை, வியங்கோண்முற்று
","சதுரகராதி - பெயரகராதி"
"167","அடுக்களை"," மடைப்பள்ளி
","சதுரகராதி - பெயரகராதி"
"168","அடுத்தல்"," கொல்லல், தீயிற்பாகமாக்குதல்
","சதுரகராதி - பெயரகராதி"
"169","அடுத்தல்"," கிட்டல்
","சதுரகராதி - பெயரகராதி"
"170","அடுப்பு"," அச்சம், அடுப்பு, பரணிநாள்
","சதுரகராதி - பெயரகராதி"
"171","அடை"," அடுத்தல், அப்பவர்க்கம், இலைகனம், காப்புச்செய், சேர், ஏன்பவற்றேவல், தோசை, வினைமுற்று
","சதுரகராதி - பெயரகராதி"
"172","அடைகள்"," பட்டை
","சதுரகராதி - பெயரகராதி"
"173","அடைகுரடு"," பட்டடை
","சதுரகராதி - பெயரகராதி"
"174","அடைக்கலம்"," கையடை
","சதுரகராதி - பெயரகராதி"
"175","அடைச்சுதல்"," மலர்சூட்டல்
","சதுரகராதி - பெயரகராதி"
"176","அடைதல்"," சேர்த்தல்
","சதுரகராதி - பெயரகராதி"
"177","அடைத்தல்"," காப்புச்செய்தல், சேர்த்தல்
","சதுரகராதி - பெயரகராதி"
"178","அடைந்தோர்"," உறவோர்
","சதுரகராதி - பெயரகராதி"
"179","அடையலர்"," பகைவர்
","சதுரகராதி - பெயரகராதி"
"180","அடையல்"," எல்லாம், சேர்த்தல், வியங்கோண்முற்று
","சதுரகராதி - பெயரகராதி"
"181","அடையாளம்"," இலாஞ்சனம்
","சதுரகராதி - பெயரகராதி"
"182","அடைவு"," எல்லாம், வழி
","சதுரகராதி - பெயரகராதி"
"183","அட்சதை"," சிதைவுறாமங்கலவரிசி
","சதுரகராதி - பெயரகராதி"
"184","அட்சி"," கண்
","சதுரகராதி - பெயரகராதி"
"185","அடடகம்"," எட்டின்கூட்டம், வடமொழியிலோர் பிரபந்தம்
","சதுரகராதி - பெயரகராதி"
"186","அட்டம்"," எட்டு, வினைமுற்று
","சதுரகராதி - பெயரகராதி"
"187","அட்டி"," அதுமதுரம் செஞ்சந்தனம்
","சதுரகராதி - பெயரகராதி"
"188","அட்டிகை"," ஓராபரணம்
","சதுரகராதி - பெயரகராதி"
"189","அட்டில்"," மடைப்பள்ளி
","சதுரகராதி - பெயரகராதி"
"190","அட்டு"," பனாட்டு, வினையெச்சம்
","சதுரகராதி - பெயரகராதி"
"191","அட்டை"," அட்டை, வினைமுற்று
","சதுரகராதி - பெயரகராதி"
"192","அணங்கு"," அச்சம், அணங்கென்னேவல், அழகு, ஆசை, கொலை, தெய்வபெண், தெய்வம், தேவர்க்காடுங்கூத்து, நோய், பெண்மகள் வருத்தம்
","சதுரகராதி - பெயரகராதி"
"193","அணம்"," மேலவாய்
","சதுரகராதி - பெயரகராதி"
"194","அணரி"," மேல்வாய்
","சதுரகராதி - பெயரகராதி"
"195","அணல்"," கீழ்வாய்மிடறு
","சதுரகராதி - பெயரகராதி"
"196","அணவல்"," கிட்டல்
","சதுரகராதி - பெயரகராதி"
"197","அணவு"," சாரென்னுமேவல், நடு
","சதுரகராதி - பெயரகராதி"
"198","அணவுதல்"," சார்தல், புணர்ச்சி
","சதுரகராதி - பெயரகராதி"
"199","அணி"," அணியென்னுமேவல், அலங்காரம், அழகு, ஆபரணம், ஒழுங்கு, நன்மை, படைவகுப்பு, பெருமை, மாலை
","சதுரகராதி - பெயரகராதி"
"200","அணிகம்"," சிவிகை
","சதுரகராதி - பெயரகராதி"
"201","அணிகலன்"," ஆபரணம்
","சதுரகராதி - பெயரகராதி"
"202","அணிதல்"," அலங்கரித்தல், பூணல்
","சதுரகராதி - பெயரகராதி"
"203","அணிந்துரை"," பாயிரம்
","சதுரகராதி - பெயரகராதி"
"204","அணிமா"," அட்டசி சதிலொன்று
","சதுரகராதி - பெயரகராதி"
"205","அணியல்"," மாலை, வியங்கோண்முற்று
","சதுரகராதி - பெயரகராதி"
"206","அணில்"," அணிற்பிள்ளை
","சதுரகராதி - பெயரகராதி"
"207","அணு","உயிர்,","சதுரகராதி - பெயரகராதி"
"208","அணுகல்"," கிட்டல், வியங்கோண்முற்று
","சதுரகராதி - பெயரகராதி"
"209","அணை","கரைப்பொது, செய்கரை, புணரென்னுமேவல், மெத்தை வரம்பு
","சதுரகராதி - பெயரகராதி"
"210","அணைதல்"," புணர்தல்
","சதுரகராதி - பெயரகராதி"
"211","அணோக்கம்"," மரப்பொது
","சதுரகராதி - பெயரகராதி"
"212","அண்டகை"," அப்பவர்க்கம்
","சதுரகராதி - பெயரகராதி"
"213","அண்டசம்"," முட்டையிற் பிறப்பன அவையாவன, அரணை, ஆமை, இப்பி, உடும்பு, ஓணான், தவளை, நண்டு, பல்லி, பறவை, பாம்பு, மீன், முதலை பிறவும்
","சதுரகராதி - பெயரகராதி"
"214","அண்டம்"," ஆகாயம், பீசம், முட்டை
","சதுரகராதி - பெயரகராதி"
"215","அண்டயோனி"," சூரியன்
","சதுரகராதி - பெயரகராதி"
"216","அண்டர்"," இடையர், பகைவர், வானோர்
","சதுரகராதி - பெயரகராதி"
"217","அண்டல்"," கிட்டல்
","சதுரகராதி - பெயரகராதி"
"218","அண்டிகம்"," செந்நாய்
","சதுரகராதி - பெயரகராதி"
"219","அண்டை"," அறுகிடம், வினைமுற்று
","சதுரகராதி - பெயரகராதி"
"220","அண்ணம்"," உண்ணா, மேல்வாய்
","சதுரகராதி - பெயரகராதி"
"221","அண்ணல்"," அருகன், இராசா, சார்தல், தமையன், புத்தன் பெருமையிற்சிறந்தோன், முல்லைநிலைத்தலைவன், வியங்கோண்முற்று
","சதுரகராதி - பெயரகராதி"
"222","அண்ணன்"," தமையன்
","சதுரகராதி - பெயரகராதி"
"223","அண்ணாத்தல்"," அங்காத்தல் மேனோக்கல்
","சதுரகராதி - பெயரகராதி"
"224","அண்ணுதல்"," சார்தல்
","சதுரகராதி - பெயரகராதி"
"225","அண்மை"," அணிமை
","சதுரகராதி - பெயரகராதி"
"226","அதகம்"," மருந்து
","சதுரகராதி - பெயரகராதி"
"227","அதட்டம்"," அரவுயிர்ப்பு, பாம்பினச்சுப்பல்
","சதுரகராதி - பெயரகராதி"
"228","அதம்"," அத்திமரம், சங்கரித்தல், தாழ்வு, பள்ளம்
","சதுரகராதி - பெயரகராதி"
"229","அதரம்"," கீழுதடு
","சதுரகராதி - பெயரகராதி"
"230","அதரிசனன்"," குருடன்
","சதுரகராதி - பெயரகராதி"
"231","அதரித்திரன்"," கன்னன், தரித்திரமில்லான்
","சதுரகராதி - பெயரகராதி"
"232","அதர்"," ஆட்டதர், நுண்மணல், புழுதிவழி
","சதுரகராதி - பெயரகராதி"
"233","அதல்கொளல்"," வழிப்பறித்தல்
","சதுரகராதி - பெயரகராதி"
"234","அதர்வணம்"," நான்காம்வேதம்
","சதுரகராதி - பெயரகராதி"
"235","அதவு"," அத்திமரம்
","சதுரகராதி - பெயரகராதி"
"236","அகழ்"," பூவிதழ்
","சதுரகராதி - பெயரகராதி"
"237","அதள்"," தோல்
","சதுரகராதி - பெயரகராதி"
"238","அதி"," மிகுதிப்பொருளைத் தருமடைசொல்
","சதுரகராதி - பெயரகராதி"
"239","அதிகம்"," இலாபம், குருக்கத்தி, படை, பொலிவு, மிகுதி
","சதுரகராதி - பெயரகராதி"
"240","அதிகாரம்"," அதிகரித்தல், பண்பு
","சதுரகராதி - பெயரகராதி"
"241","அதிகுணன்"," கடவுள்
","சதுரகராதி - பெயரகராதி"
"242","அதிங்கம்"," அதிமதுதிரம்
","சதுரகராதி - பெயரகராதி"
"243","அதிசயன்"," அருகன்
","சதுரகராதி - பெயரகராதி"
"244","அதிதி"," காசிபப்பிர்மாவின் மனைவி களிற்றேவதைகட்குத்தாய், புதியவன்
","சதுரகராதி - பெயரகராதி"
"245","அதிதிநாள்"," புநர்பூசநாள்
","சதுரகராதி - பெயரகராதி"
"246","அதிதியர்"," பதியோர்
","சதுரகராதி - பெயரகராதி"
"247","அதிதிபதி"," இராசா
","சதுரகராதி - பெயரகராதி"
"248","அதிபன்"," இராசா எப்பொருட்குமிறையோன்
","சதுரகராதி - பெயரகராதி"
"249","அதிபாரம்"," மிகுபாரம்
","சதுரகராதி - பெயரகராதி"
"250","அதிரல்"," அதிர்தல், விரிதூறு
","சதுரகராதி - பெயரகராதி"
"251","அதிராயம்"," அதிசயம்
","சதுரகராதி - பெயரகராதி"
"252","அதிரிசம்"," காணப்படாதது
","சதுரகராதி - பெயரகராதி"
"253","அதிரிசன்","குருடன்
","சதுரகராதி - பெயரகராதி"
"254","அதிரேகம்"," அதிசயம்
","சதுரகராதி - பெயரகராதி"
"255","அதிர்"," அதிரென்னேவல், ஒலி
","சதுரகராதி - பெயரகராதி"
"256","அதிர்ச்சி"," ஆரவாரம்
","சதுரகராதி - பெயரகராதி"
"257","அதிர்தல்"," நடுங்கல்
","சதுரகராதி - பெயரகராதி"
"258","அதிர்த்தல்"," அதட்டல் சொல்லுதல்
","சதுரகராதி - பெயரகராதி"
"259","அதிர்ப்பு"," அச்சம், அதிரல், ஆரவாரம், நடுக்கம்
","சதுரகராதி - பெயரகராதி"
"260","அதீதர்"," வானோர்
","சதுரகராதி - பெயரகராதி"
"261","அது"," அஃது, வேற்றுமையுருபு, சுட்டுச்சொல்
","சதுரகராதி - பெயரகராதி"
"262","அதுக்கல்"," அடித்தல்
","சதுரகராதி - பெயரகராதி"
"263","அதுலம்"," உவமையின்மை, ஒரெண்
","சதுரகராதி - பெயரகராதி"
"264","அதுலன்"," கடவுள்
","சதுரகராதி - பெயரகராதி"
"265","அதுலிதம்"," அசைவின்மை
","சதுரகராதி - பெயரகராதி"
"266","அதோகதி"," நரகம்
","சதுரகராதி - பெயரகராதி"
"267","அதோமுகம்"," ஆற்றுநீர்க் கழிமுகம், கீழ்நோக்கிய முகம்
","சதுரகராதி - பெயரகராதி"
"268","அத்தம்"," அருநெறி, ஓர்நாள்-கண்ணாடி, காடு, கை, சொற்பொருள், பாதி, பொன், வழி
","சதுரகராதி - பெயரகராதி"
"269","அத்தவாளம்"," உல்லாசம், காடுபோர்வை
","சதுரகராதி - பெயரகராதி"
"270","அத்தன்"," அருகன், கடவுள், குரு, சிவன், தகப்பன், மூத்தோன்
","சதுரகராதி - பெயரகராதி"
"271","அத்தா"," அரசிணிருக்கை
","சதுரகராதி - பெயரகராதி"
"272","அத்தி"," எலும்பு, ஓர் மரம், கடல்கொலை, பாதி செய்யென்னேவல், யானை
","சதுரகராதி - பெயரகராதி"
"273","அத்தியந்தம்"," ஓரெண்
","சதுரகராதி - பெயரகராதி"
"274","அத்தியயனம்"," வேதமோதல்
","சதுரகராதி - பெயரகராதி"
"275","அத்தியாபகன்"," வேதமுரைப்போன்
","சதுரகராதி - பெயரகராதி"
"276","அத்தியாயம்"," முனிவருரைத்தலிலக்கியச்செய்யுட் கூறுபாடு, வேதநூலை விரித்த விலக்கியத்தின் கூறுபாடு வேதம்
","சதுரகராதி - பெயரகராதி"
"277","அத்திரம்"," அம்பு, கழுதை, குதிரை, கைவீடுமாயுப்பொது, மலைமுன் விடும்அம்பு
","சதுரகராதி - பெயரகராதி"
"278","அத்திரி"," உலைத்துருத்தி- ஒட்டகம், ஓரிருடி, கணை, கழுதை, குதிரை,மலை, விண்
","சதுரகராதி - பெயரகராதி"
"279","அத்தினி"," நால்வகைப் பெண்ணிலொருத்தி, பெண்யானை
","சதுரகராதி - பெயரகராதி"
"280","அத்து"," அசைச்சொல், அரைப்பட்டிகை, இசைப்பு, சாரியை (உ_ம்) மாடத்துக்கு சிவப்பு செவ்வை தைத்தல்
","சதுரகராதி - பெயரகராதி"
"281","அத்துவம்"," சிவப்பு
","சதுரகராதி - பெயரகராதி"
"282","அத்துவிதம்"," இரண்டின்மை
","சதுரகராதி - பெயரகராதி"
"283","அத்தை"," தலைவி, முன்னிலையசைச்சொல், உ_ம், சொல்லியரத்தை நின்வெகுளி
","சதுரகராதி - பெயரகராதி"
"284","அத்தோ"," அதிசயவிரக்கச்சொல், இரக்கச்சொல்
","சதுரகராதி - பெயரகராதி"
"285","அநகம்"," பாவமின்மை, மாசின்மை
","சதுரகராதி - பெயரகராதி"
"286","அநகன்"," அருகன், கடவுள்
","சதுரகராதி - பெயரகராதி"
