"52","அல்லது","  allatu illaaTTaa இல்லாட்டா or, if not"
"53","அவசரம்","  avacaram avacaram அவசரம் hurry, haste; emergency"
"54","அவசியம்","  avaciyam avaciyam அவசியம் necessity, urgency; certainty"
"55","அவர்","  avar avaru அவரு he (hon.), that person"
"56","அவர்கள்","  avarkaḷ avanka(L) அவங்கள் they, those people; she (hon.)"
"57","அவள்","  avaḷ ava(L) அவள் she"
"58","அவன்","  avaṉ avan அவன் he"
"59","அவி","  avi 2./6. avi-/= அவி 2. be boiled, steamed 6. boil, steam, cook in water"
"60","அவை","  avai atunka(L), atu அதுங்கள், அது they, those things"
"61","அவ்வளவு","  avvaḷavu avaLavu அவளவு that much, so much"
"62","அழகு","  aẕaku aRaku அழகு beauty"
"63","அழு","  aẕu 1. aRu (aRa, aRutu) அழு (அழ, அழுது) weep, cry"
"64","அழுக்கு","  aẕukku aRukku அழுக்கு dirt, filth; dirty laundry"
"65","அழை","  aẕai 6. kuuppiTu (4.) கூப்பிடு invite; call"
"66","அளவு","  aḷavu aLavu அளவு amount, measure, limit, extent"
"67","அறி","  aṟi 2. 1. teriyum (imp. v.) தெரியும் 2. puriyum (imp. v.) புரியும் 1. know 2. understand"
"68","அறிவியல்","  aṟiviyal vi&nntilde;aanam விஞ்ஞானம் science, field of knowledge"
"69","அறுபது","  aṟupatu (obl. அறுபத்து) arupatu, aruvatu அறுபது, அறுவது (obl. arupatti, etc., அறுபத்தி, etc.) sixty, 6"
"70","அறை","  aṟai 2. are-, aTi= அறெ, அடி spank, slap"
"71","அறை","  aṟai ruum (obl. ruum) ரூம் (obl. ரூம்) room, chamber"
"72","அனுபவம்","  aṉupavam anupavam அனுபவம் experience; enjoyment"
"73","அனுப்பு","  aṉuppu 3. anuppu- அனுப்பு send"
"74","அன்பளிப்பு","  aṉpaḷippu anpaLippu அன்பளிப்பு gift"
"75","அன்பு","  aṉpu ampu, paacam அம்பு, பாசம் love, affection, kindness"
"76","அன்றைக்கு","  aṉṟaikku [அன்று] aNNekki அண்ணெக்கி that day"
"77","ஆகாயம்","  ākāyam aakaayam, aakaacam ஆகாயம், ஆகாசம் sky"
"78","ஆகு","  āku 3. (ir.) aa(ku) [aaka, aay (i)] ஆ(கு) [ஆக, ஆயி] be (so and so), become; happen, take place; pass (of time)"
"79","ஆக்கு","  ākku 3. aakku- ஆக்கு make, effect, create"
"80","ஆசிரியர்","  āciriyar aaciriyar, vaadyaar ஆசிரியர், வாத்தியார் editor, author; teacher, lecturer"
"81","ஆசை","  ācai iSTam, aace இஷ்டம், ஆசெ desire"
"82","ஆஸ்பத்திரி","  āspattiri aaspattri ஆஸ்பத்தரி hospital"
"83","ஆங்கிலம்","  āngkilam inkliiS இங்கலீஷ் English (n.)"
"84","ஆடு","  āṭu 3. aaTu- ஆடு move (in a rhythmical manner), play, dance"
"85","ஆடு","  āṭu aaTu ஆடு goat, sheep"
"86","ஆட்சி","  āṭci aacci ஆச்சி rule, administration, government; sovereignty"
"87","ஆணி","  āṇi aaNi ஆணி nail"
"88","ஆண்","  āṇ aaNu ஆணு (a) male, manliness"
"89","ஆதரவு","  ātaravu aataravu ஆதரவு support, protection, patronage, emotional support"
"90","ஆத்திரம்","  āttiram aattiram ஆத்திரம் impatience; irritation"
"91","ஆபத்து","  āpattu aapattu ஆபத்து adversity"
"92","ஆபீஸ்","  āpīs [அலுவலகம்] aapiisu, aafiis ஆபீஸு, ஆபீஸ் office"
"93","ஆமாம்","  āmām aamaa ஆமா yes"
"94","ஆமை","  āmai aame ஆமெ turtle, tortoise"
"95","ஆயிரம்","  āyiram [obl. ஆயிரத்து] aayiram ஆயிரம் [obl. aayiratti, ஆயிரத்தி] thousand, 1,"
"96","ஆயுதம்","  āyutam aayutam ஆயுதம் tool, instrument"
"97","ஆரம்பம்","  ārampam aarampam ஆரம்பம் beginning"
"98","ஆராய்ச்சி","  ārāycci aaraacci ஆராச்சி investigation, research"
"99","ஆள்","  āḷ aaLu ஆளு person"
"100","ஆறு","  āṟu 3. 1. taNi- 2-3- aaru- 1. தணி 2- 3. ஆறு 1. be appeased 2. become cool 3. heal"
"101","ஆறு","  āṟu [obl. ஆற்று] 1. aaru [obl. aattu] ஆறு [obl. ஆத்து] 2. paTi படி 1. river; way, road (in general) 2. means, manner; `as, going on' (post. + past pt.)"
"102","ஆறு","  āṟu [obl. ஆறு] aaru ஆறு six"
"103","ஆனால்","  āṉāl aanaa ஆனா but"
"104","ஆனாலும்","  āṉālum aanaalum ஆனாலும் however"
"105","இங்கே","  ingkē [இங்கு] inke இங்கெ here"
"106","இடது","  iṭatu [இடம்] eTatu எடது the left side (n.); left (adj.)"
"107","இடம்","  iṭam eTam எடம் 1. place, room [2. left side]"
"108","இடி","  iṭi 6. iTi= இடி hit forcefully, smash, pound; thunder"
"109","இடி","  iṭi iTi இடி (n.) thunder; blow, stroke"
"110","இடுப்பு","  iṭuppu iTuppu இடுப்பு hip, loin"
"111","இடை","  iṭai naTu, matti நடு, மத்தி mid-portion (as opposed to the ends), middle; waist, mid-trunk; interval"
"112","இட்லி","  iṭli iDLi இட்ளி idli, a steamed rice cake"
"113","இது","  itu itu இது it, this (thing)"
"114","இதோ","  itō itoo இதோ (look) here!"
"115","இத்தனை","  ittaṉai ittane இத்தனெ this, many; all these; this much"
"116","இந்த","  inta inta இந்த this, these (adj.)"
"117","இந்தியா","  intiyā intyaa இந்தயா India"
"118","இந்திய","  intiya intya இந்திய Indian (adj.)"
"119","இந்து","  intu intu இந்து Hindu"
"120","இப்படி","  ippaṭi ippaTi இப்படி thus, in this way"
"121","இப்போது","  ippōtu , இப்பொழுது ippa இப்ப now"
"122","இயக்கம்","  iyakkam eyakkam எயக்கம் movement; campaign"
"123","இயந்திரம்","  iyantiram [கருவி] entram, miSinu எந்தரம், மிஷீனு machine, engine"
"124","இயல்","  iyal -- nature; literary Tamil (prose and poetry, not drama); -ology: the formative for all sciences and fields of study"
"125","இயற்கை","  iyaṟkai eyarke எயற்கெ nature, disposition"
"126","இர்","  ir -, இல்For entries beginning with a prothetic இ-, see also ர்- and ல் - in the glossary."
"127","இரக்கம்","  irakkam erakkam எரக்கம் mercy, pity, sympathy"
"128","இரண்டு","  iraṇṭu reNTu ரெண்டு two"
"129","இரவு","  iravu raattri ராத்தரி night"
"130","இரு","  iru 7. iru (irukka, iruntu) இரு (இருக்க, இருந்து) be; stay, wait, remain"
"131","இருதயம்","  irutayam etayam எதயம் heart (the organ)"
"132","இருபது","  irupatu [obl. இருபத்து] irupatu, iruvatu இருபது, இருவது [obl. irupatti, etc. இருபத்தி, etc.] twenty, 2"
"133","இருமல்","  irumal irumal இருமல் cough"
"134","இரும்பு","  irumpu irumpu இரும்பு iron"
"135","இலக்கியம்","  ilakkiyam elakkyam எலக்கயம் literature"
"136","இலங்கை","  ilangkai lankaa, siloon லங்கா, ஸிலோன் Sri Lanka, Ceylon"
"137","இலை","  ilai ele எலெ leaf; banana leaf plate"
"138","இல்லை","  illai 1. ille இல்லெ 2-3. ille, -(1)le இல்லெ, (-ல்)லெ 1. no (int.) 2. not (neg. v.) 3. isn't it? (with rising intonation); you know! (with falling intonation) tag marker"
"139","இவர்","  ivar ivaru இவரு he, this person (hon.)"
"140","இவர்கள்","  ivarkaḷ ivanka(L) இவங்கள் they, these people; she (hon.)"
"141","இவள்","  ivaḷ iva(L) இவள் she (this)"
"142","இவன்","  ivaṉ ivan இவன் he (this)"
"143","இவை","  ivai itu, itunka(L) இது, இதுங்கள் they, these things"
"144","இவ்வளவு","  ivvaḷavu ivaLavu இவளவு this much; this many"
"145","இழு","  iẕu 6. iRu= இழு pull, drag; inhale; stretch"
"146","இளமை","  iḷamai eLame எளமெ youth, tenderness, immaturity"
"147","இளம்","  iḷam eLam எளம் pale, light (of color)"
"148","இற","  iṟa 7. era (erakka, erantu) die எற (எறக்க, எறந்து) cettuppoo- செத்துப்போ"
"149","இறங்கு","  iṟangku 3. eranku- எறங்கு descend, get down; get out of (a vehicle); participate (in a competition), be a candidate (in an election)"
"150","இறைச்சி","  iṟaicci kari கறி flesh, meat"
"151","இனம்","  iṉam enam எனம் sort, class, kind"
"152","இனி","  iṉi 6. ini= இனி be sweet"
"153","இனி","  iṉi inime இனிமெ from now on, henceforth, hereafter"
"154","இன்பம்","  iṉpam cantooSam சந்தோஷம் happiness, joy, delight"
"155","இன்றைக்கு","  iṉṟaikku [இன்று] iNNekki இண்ணெக்கி today"
"156","இன்னும்","  iṉṉum innum இன்னும் still, yet; furthermore; more"
"157","இன்னொரு","  iṉṉoru innoru இன்னொரு another (of the same type) adj."
"158","ஈ","  ī ii ஈ fly"
"159","உச்சி","  ucci ucci உச்சி top, uppermost point, crown (of head); zenith, noon"
"160","உடல்","  uṭal [உடம்பு] oTampu ஒடம்பு body"
"161","உடனே","  uṭaṉē oTane ஒடனே 1. at once, immediately 2. as soon as, right after (post. + past pt.)"
"162","உட்கார்","  uṭkār 2. ukkaaru- உக்காரு sit (verb of motion, not situation)"
"163","உணர்","  uṇar 2. oNaru- puriyum (imp.) ஒணரு, புரியும் feel, realize, recognize"
"164","உண்மை","  uṇmai nejam நெஜம் truth, fact"
"165","உதடு","  utaṭu otaTu ஒதடு lip"
"166","உதவி","  utavi otavi ஒதவி help, assistance"
"167","உபயோகி","  upayōki 6. opayooki=, payampattu- ஒபயோகி, பயன்படுத்து use"
"168","உப்பு","  uppu uppu உப்பு salt"
"169","உயர்ந்த","  uyarnta ocanta ஒசந்த high"
"170","உயிர்","  uyir uyiru உயிரு life; a vowel"
"171","உரிமை","  urimai urime உரிமெ (inherent) right, claim, privilege; peculiarity"
"172","உருவம்","  uruvam ruupam ரூபம் shape, image; reflection (in mirror); idol"
"173","உலகம்","  ulakam ulakam உலகம் world, earth"
"174","உலோகம்","  ulōkam ulookam உலோகம் metal"
"175","உள்ளே","  uḷḷē , உள் uLLe உள்ளெ 1. interior, inside (n.) 2. inside (of), within (space) [post. + dat.] 3. by, within (time) [post. + dat.] 4. among [post. + obl. or dat. pl.]"
"176","உறுதி","  uṟuti 1. valu 2. kaTTaayam 1. வலு 2. கட்டாயம் 1. firmness, hardness, strength 2. assurance, definiteness, certainty"
"177","உற்பத்தி","  uṟpatti urpatti உற்பத்தி (industrial or agricultural) production; development, evolution"
"178","ஊசி","  ūci uuci ஊசி needle; innoculation (shot)"
"179","ஊர்","  ūr uuru ஊரு native place, hometown (village, town, community, place); any place not this place"
"180","ஊற்று","  ūṟṟu 3. uutu- ஊத்து pour, flow down"
"181","எங்கும்","  engkum enkum எங்கும் everywhere, anywhere; (+ neg.) nowhere"
"182","எங்கே","  engkē [எங்கு] enke எங்கெ where"
"183","எங்கேயாவது","  engkēyāvatu enkeyaavatu எங்கெயாவது anywhere"
"184","எங்கேயோ","  engkēyō enkeyoo எங்கெயோ somewhere"
"185","எசமான்","  ecamāṉ ecamaan எசமான் master, boss, lord"
"186","எடு","  eṭu 6. eTu= எடு take, remove, pick up; take (a class)"
"187","எட்டு","  eṭṭu 3. eTTu- எட்டு reach, reach for (with hand, etc.)"
"188","எட்டு","  eṭṭu eTTu எட்டு eight"
"189","எண்ணு","  eṇṇu 3. eNNu- 2. nene= எண்ணு நெனெ 1. count, number 2. think, ponder"
"190","எண்ணை","  eṇṇai eNNe எண்ணெ oil"
"191","எண்பது","  eṇpatu [obl. எண்பத்து] empatu [obl. empatti] எம்பது [obl. எம்பத்தி] eighty, 8"
"192","எதாவது","  etāvatu etaavatu எதாவது something"
"193","எதிரே","  etirē , எதிர் etire எதிரெ 1. before, in front of; opposite (post. + dat.) 2. that which is opposite, in front; futurity"
"194","எதிர்பார்","  etirpār 6. eturpaaru= எதுர்பாரு expect, wait for"
"195","எது","  etu [ஏது] etu எது which one (n.)"
"196","எதுவும்","  etuvum [ஏதும்] etuvum எதுவும் anything"
"197","எத்தனை","  ettaṉai ettane எத்தனெ how many"
"198","எத்தனையோ","  ettaṉaiyō ettaneyoo எத்தனெயோ so many"
"199","எந்த","  enta enta எந்த which (adj.)"
"200","எப்படி","  eppaṭi eppaTi எப்படி how, in what manner"
"201","எப்படியாவது","  eppaṭiyāvatu eppaTiyaavatu எப்படியாவது somehow (or other); by any means"
"202","எப்படியோ","  eppaṭiyō eppaTiyoo எப்படியோ somehow"
"203","எப்போதாவது","  eppōtāvatu eppavaavatu எப்பவாவது sometimes, at any time"
"204","எப்போது","  eppōtu , எப்பொழுது eppa எப்ப when"
"205","எப்போதும்","  eppōtum , எப்பொழுதும் eppavum எப்பவும் always; (+ neg.) never"
"206","எப்போதோ","  eppōtō eppavoo எப்பவோ sometimes, occasionally, once in a while"
"207","எரி","  eri 2. 1. eri- எரி 2. ericcalpaTu எரிச்சல்படு 1. glow, burn 2. scorn, be angry"
"208","எலி","  eli eli எலி rat, mouse"
"209","எலுமிச்சம்","  elumiccam elumiccam- எலுமிச்சம் lime (fruit), lemon (used mostly in cpds.]"
"210","எலும்பு","  elumpu elumpu எலும்பு bone"
"211","எல்லா","  ellā ellaa எல்லா all, all kinds of, all sorts of (adj.)"
"212","எல்லாம்","  ellām ellaam எல்லாம் 1. all things, everything (n.) 2. the whole, entire (post.)"
"213","எல்லோரும்","  ellōrum ellaarum எல்லாரும் all (people), everybody"
"214","எவ்வளவு","  evvaḷavu evaLavu எவளவு how much, however much; how many"
"215","எவ்வளவோ","  evvaḷavō evaLavoo எவளவோ so much, a lot"
"216","எழு","  eẕu 2. eRuntiru (7.) எழுந்திரு get up; awake, emerge"
"217","எழுது","  eẕutu 3. eRutu- எழுது write; take (an examination)"
"218","எழுபது","  eẕupatu [எழுபத்தி] eRupatu, eRuvatu எழுபது, எழுவது [obl. eRupatti, etc. எழுபத்தி, etc.] seventy, 7"
"219","எளிது","  eḷitu colapam, callicu சொலபம், சல்லிசு an easy matter"
"220","எறி","  eṟi 2. eri- எறி throw, throw at (something), hurl, toss"
"221","எறும்பு","  eṟumpu erumpu எறும்பு ant"
"222","எனவே","  eṉavē [ஆகவே] atunaale அதுனாலெ therefore"
"223","என்","  eṉ 5. in(nu) [ir. def.] இன்னு say, tell, quotative"
"224","என்றால்","  eṉṟāl -NNaa, -nnaa -ண்ணு, -ன்னா 1. if, if said so 2. conditional of என் (quotative)"
"225","என்றாலும்","  eṉṟālum -NNaalum, -nnaalum -ன்னாலும், -ண்ணாலும் even then, nevertheless (attached to preceding sentences)"
"226","என்று","  eṉṟu -NNu, -nnu -ண்ணு, -ன்னு 1. cvb. of என் (quotative) 2. quotative, quotation marker, onomatopoetic marker: `so saying', `that' (normally untranslated)"
"227","என்ற","  eṉṟa a. -NNa, -nna -ண்ண, -ன்ன b. -nkra -ங்கற a. said above (pt.) b. called (pt.)"
"228","என","  eṉa -- [equivalent of என்று in high literary Tamil]"
"229","என்பது","  eṉpatu -nkratu -ங்கறது that which is said (pt. n.)"
"230","என்ன","  eṉṉa enna என்ன what"
"231","ஏதோ","  ētō etuvoo எதுவோ something, some unnamed; some- what"
"232","ஏழு","  ēẕu eeRu ஏழு seven"
"233","ஏழை","  ēẕai eeRe ஏழெ poor person (in wealth)"
"234","ஏழ்மை","  ēẕmai eeRame எழமெ poverty"
"235","ஏறு","  ēṟu 3. eeru-ஏறு ascend, climb up; enter (vehicle, etc.); increase"
"236","ஏற்கனவே","  ēṟkaṉavē eerkanavee, munnaaleeyee ஏற்கனவே, முன்னாலேயே already, in good time, before"
"237","ஏற்படு","  ēṟpaṭu 6. uNTaaku- உண்டாகு begin to exist, be established; develop, evolve"
"238","ஏற்பாடு","  ēṟpāṭu 1. tayaar தயார் 2. eerpaaTu ஏற்பாடு 1. arrangement, preparation 2. arrangement done according to established custom"
"239","ஏற்று","  ēṟṟu 3. eettu- ஏத்து raise, lift up (from below); pump (water overhead)"
"240","ஏன்","  ēṉ een ஏன் why, for what (reason)"
"241","ஐந்து","  aintu ancu அஞ்சு five"
"242","ஐம்பது","  aimpatu [obl. ஐம்பத்து] ampatu அம்பது [obl. ampatti அம்பத்தி] fifty, 5"
"243","ஐயா","  aiyā ayyaa அய்யா 1. interjection/address form to older male equal (polite): sir 2. master, boss (n.)"
"244","ஐயோ","  aiyō , ஐயையோ ayyoo அய்யோ interjection expressing sorrow, distress or sympathy"
"245","ஒரு","  oru oru ஒரு one; a, an (num. adj.)"
"246","ஒலி","  oli cattam சத்தம் sound, noise"
"247","ஒவ்வொரு","  ovvoru ovvoru ஒவ்வொரு each, one by one (some, every)"
"248","ஒழிய","  oẕiya oRiya ஒழிய 1. unless (emphatic) [post. + conditional] [2. inf. of ஒழி `cease']"
"249","ஒழுங்காக","  oẕungkāka oRunkaa ஒழுங்கா orderly, efficiently, neatly, regularly"
"250","ஒளி","  oḷi veLiccam வெளிச்சம் light"
"251","ஒன்பது","  oṉpatu ompatu ஒம்பது nine"
"252","ஒன்று","  oṉṟu oNNu ஒண்ணு one, one thing (n.)"
"253","ஒன்றும்","  oṉṟum oNNum ஒண்ணும் (+ neg.) nothing"
"254","ஒருவன்","  oruvaṉ oruttan ஒருத்தன் one man"
"255","ஒருத்தி","  orutti orutti ஒருத்தி one woman"
"256","ஓகோ","  ōkō ookoo ஓகோ interjection expressing surprise or joy"
"257","ஓடு","  ōṭu 3. ooTu- ஓடு run"
"258","ஓட்டல்","  ōṭṭal ooTTal(u) ஓட்டலு hotel, restaurant"
"259","ஓய்","  ōy 2. ooy (ooya, ooncu) ஓய் (ஓய, ஓஞ்சு) desist, cease; become tired"
"260","கக்கூஸ்","  kakkūs kakkuusu கக்கூஸு latrine"
"261","கஷ்டம்","  kaṣṭam kaSTam கஷ்டம் difficulty, trouble"
"262","கட","  kaṭa 7. kaTa (kaTakka, kaTantu) கட (கடக்க, கடந்து) pass, cross, go beyond"
"263","கடமை","  kaṭamai kaTame கடமெ duty, obligation"
"264","கடலை","  kaṭalai kaTale கடலெ peanut, ground nut"
"265","கடல்","  kaṭal kaTalu கடலு sea, ocean"
"266","கடன்","  kaṭaṉ kaTan கடன் loan"
"267","கடி","  kaṭi 6. கடி kaTi= கடி bite; chew"
"268","கடிதம்","  kaṭitam kaTitam, leTTaru கடிதம், லெட்டரு letter, missive"
"269","கடுமை","  kaṭumai kaTume கடுமெ harshness, sternness, severity"
"270","கடை","  kaṭai kaTe கடெ shop, store"
"271","கடைசி","  kaṭaici kaTeyci கடெய்சி end; last, final"
"272","கட்சி","  kaṭci kacci கச்சி party (political), faction"
"273","கட்டடம்","  kaṭṭaṭam kaTTaTam கட்டடம் (a) building; construction"
"274","கட்டணம்","  kaṭṭaṇam kaTTaNam கட்டணம் fare, fee, charges"
"275","கட்டாயம்","  kaṭṭāyam kaTTaayam கட்டாயம் compulsion, certainty, necessity"
"276","கட்டாயமாக","  kaṭṭāyamāka kaTTaayamaa கட்டாயமா definitely, certainly"
"277","கட்டி","  kaṭṭi kaTTi கட்டி lump, clump, mass"
"278","கட்டில்","  kaṭṭil kaTTilu கட்டிலு bedstead, cot"
"279","கட்டு","  kaṭṭu 3. kaTTu- கட்டு bind, tie, fasten; build"
"280","கணக்கு","  kaṇakku kaNakku கணக்கு (numerical) computation; (financial) accounts"
"281","கணவன்","  kaṇavaṉ viiTTukkaararu வீட்டுக்காரரு husband; (householder) landlord"
"282","கண்","  kaṇ kaNNu கண்ணு eye; any small aperture (as of a net or mesh)"
"283","கண்ணாடி","  kaṇṇāṭi kaNNaaTi கண்ணாடி glass (the material); mirror; eyeglasses"
"284","கதவு","  katavu katavu கதவு door, shutter"
"285","கதை","  katai kate கதெ story"
"286","கத்தி","  katti katti கத்தி knife"
"287","கத்திரி","  kattiri kattiri கத்திரி scissors"
"288","கப்பல்","  kappal kappalu கப்பலு ship"
"289","கம்பி","  kampi kampi கம்பி vayru (electric only) வய்ரு wire, metallic thread; metal rod"
"290","கயிறு","  kayiṟu kay(i)ru கயிறு rope, cord, line, string"
"291","கரண்டி","  karaṇṭi karaNTi கரண்டி spoon, ladle"
"292","கருது","  karutu 3. nene= நெனெ think, consider, have opinion"
"293","கருத்து","  karuttu 1. apipraayam அபிப்ராயம் 2-3. neneppu நெனெப்பு 1. opinion 2. idea 3. thought"
"294","கருமை","  karumai karume கருமெ darkness"
"295","கரும்","  karum karum கரும் dark, dark (of colors)"
"296","கரும்பலகை","  karumpalakai boorTu போர்டு blackboard"
"297","கரை","  karai kare கரெ bank, shore; border, boundary"
"298","கல","  kala 7. kala (kalakka, kalantu) கல (கலக்க, கலந்து) mix, mingle"
"299","கலர்","  kalar [நிறம்] kalar கலர் color"
"300","கலை","  kalai kale கலெ art"
"301","கல்","  kal kallu கல்லு stone, rock, gemstone"
"302","கல்யாணம்","  kalyāṇam [திருமணம்] kalyaaNam கல்யாணம் marriage"
"303","கல்லூரி","  kallūri kaaleej(u) காலேஜு college"
"304","கல்வி","  kalvi paTippu படிப்பு learning, study, education"
"305","கவலை","  kavalai kavale கவலெ care, concern, worry"
"306","கவனம்","  kavaṉam gavanam கவனம் attention, care, heed, consideration"
"307","கவனி","  kavaṉi 6. gavani= கவனி notice, take care, take into account; observe, watch, pay attention"
"308","கவிதை","  kavitai kavite கவிதெ poetry, poem"
"309","கழகம்","  kaẕakam kaRakam கழகம் association, corporation, corporate body, party, (fan) club"
"310","கழற்று","  kaẕaṟṟu 3. kaRattu- கழத்து take off, remove"
"311","கழி","  kaẕi 6. kaRi= கழி reject; subtract, deduct; [spend (time)]"
"312","கழுதை","  kaẕutai kaRute கழுதெ donkey"
"313","கழுத்து","  kaẕuttu kaRuttu கழுத்து neck"
"314","கழுவு","  kaẕuvu 3. kaRuvu- கழுவு wash (except laundry); rinse"
"315","கறி","  kaṟi kari கறி any dish served with rice, a curry; any meat dish, meat"
"316","கறுப்பு","  kaṟuppu karuppu கறுப்பு black, blackness"
"317","கற்பனை","  kaṟpaṉai karpane கற்பனெ imagination, inventiveness"
"318","கனவு","  kaṉavu kanavu கனவு dream"
"319","கன்று","  kaṉṟu kannu, (kaNTu) கன்னு, (கண்டு) calf; sapling"
"320","காக்கை","  kākkai kaakkaa(y) காக்காய் crow"
"321","காடு","  kāṭu kaaTu காடு land not regularly inhabited by people: forest, jungle, desert"
"322","காட்சி","  kāṭci kaacci காச்சி sight, vision; appearance; scene"
"323","காட்டு","  kāṭṭu 3. kaaTTu- காட்டு show, point out"
"324","காண்","  kāṇ ir. v. (காண, கண்டு) 1. paaru= பாரு 2. kaNTupiTi= கண்டுபிடி 1. see (unexpectedly); [see] 2. find out"
"325","காதல்","  kātal -- love"
"326","காது","  kātu kaatu காது ear; eye of a needle; ear (of a jug, etc.), handle"
"327","காப்பாற்று","  kāppāṟṟu 3. kaappaattu- காப்பாத்து save; protect"
"328","காப்பி","  kāppi kaa(p)pi காபி coffee"
"329","காய்","  kāy 2. kaayi- காயி grow dry, dry out, wither, be hungry (of stomach); be hot, heated (of liquids)"
"330","காய்","  kāy kaayi காயி unripe fruit (botanical); vegetables"
"331","காய்கறி","  kāykaṟi kaaykari காய்கறி vegetable (used for cooking)"
"332","காய்ச்சல்","  kāyccal joram. kaaccaru ஜொரம், காச்சறு fever"
"333","காரணம்","  kāraṇam kaaraNam காரணம் cause, reason"
"334","காரியதரிசி","  kāriyatarici kaaryatarici கார்யதரிசி secretary"
"335","காரியம்","  kāriyam kaariyam காரியம் thing, matter, affair; effect"
"336","கார்","  kār kaaru காரு car, automobile; bus"
